ID	symbol	synonyms	ensembl
9404082	LOC103692411		
9404546	LOC103690340		
9404554	LOC103690596	LOC100359622	
9404564	LOC103691344	LOC294100	
9405074	LOC103695049		
9406093	Zscan4l-ps1	LOC103691020;LOC297949;RGD1561351	
9406127	LOC103692856		
9406132	LOC103694504		
9406645	LOC103691935	AABR07054341.1	ENSRNOG00000052433
9407641	Wdr87	NEWGENE_1585333;Wdr87l	
9408147	LOC103690606	LOC689169	
9408812	LOC103692393		
9408823	LOC103693305		
9409882	Matr3-ps2	LOC103689926	
9410455	Rps16-ps1	LOC103692611;LOC366577	
9410935	Hoxa10	LOC100911668	ENSRNOG00000050252;ENSRNOG00000057650;ENSRNOG00000065199
9410960	LOC103694152		
9410961	Ppid-ps6	LOC103695207	
9411836	LOC103691459		
9412152	LOC103691998		
9412153	LOC103694789		
9412511	LOC103695063		
9413039	Ptges3l	LOC100360901	ENSRNOG00000050347
9413074	LOC103694634		
9413649	LOC103690986	LOC108349808	
9413653	LOC103692952		
9413908	LOC103690905		
9413915	Arhgap20-ps5	LOC102546885;LOC103692804	
9414347	LOC103691380		
9414358	Snrpel3	LOC100912387;LOC103691953	
9414363	LOC103692033		
9415165	LOC103693231		
9415173	LOC103694293	LOC100360335	
9415484	LOC103690739		
9415494	LOC103693588		
9416098	LOC103690329		
9416108	LOC103691081		
9416133	LOC103694715		
9416521	LOC103690680		
9416532	LOC103695040		
9417070	Ube2d4l-ps1	LOC100362213;LOC103692078	
9417558	Lmnb2-ps1	LOC103692037	
9417566	Tmsb10l2	LOC103693420	ENSRNOG00000036921
9417583	LOC103694569		
9417610	LOC103693758		
9417869	LOC103692418		
9417884	LOC103692846		
9417893	LOC103693837		
9417915	LOC103695069		
9418531	LOC103693673	LOC689424	
9418532	LOC103694663		
9418836	LOC103691003		
9419535	LOC103691983		
9419544	LOC103692127		ENSRNOG00000047951
9419577	LOC103694688		
9420290	LOC103690484		
9420291	LOC103690820		
9420753	Rpl22l4	LOC103693459;LOC303576;RGD1566002	
9421086	Elobl4	LOC100359431;LOC103691042	
9421087	Smim47	LOC103691109;LOC690774	ENSRNOG00000066597
9421138	Tsnare1	LOC103692937	
9421619	LOC103692820		
9421624	LOC103693597	LOC100909432;LOC364392	
9421638	LOC103694025		
9422695	LOC103692606		
9424195	LOC103691074		
9424207	LOC103694806		
9424208	LOC103694929		
9424214	LOC103695196		
9424687	LOC103690841		
9424697	B3galt9	B3gnt10;ENSRNOG00000069270;Gm34653;LOC103691796	ENSRNOG00000069270
9424984	LOC103694674		
9425151	LOC103693537		ENSRNOG00000069948
9425156	LOC103694801		
9425447	LOC103694058		
9426172	LOC103693157		
9426508	LOC103692901		
9426959	LOC103694808		
9427336	Naa11-ps15	LOC103693256;LOC690823	
9427707	LOC103690619		
9427736	Odc1-ps6	LOC103692709;LOC680605	
9428172	Rps27a-ps7	LOC103691809	
9428198	LOC103694575		
9428698	LOC103691472		
9428705	LOC103692012		
9428725	LOC103692884		
9429209	LOC103691486		
9429739	Chac2-ps1	LOC103694451	
9430186	LOC103692726	LOC691616	
9430201	LOC103694792		
9431367	Tomm7l1	LOC100361074;LOC103690817	
9431453	LOC103690861	LOC100909530	
9431454	LOC103691053		ENSRNOG00000067183
9431477	LOC103692288		
9431488	LOC103692974		
9431497	LOC103693088		
9431964	LOC103690860	LOC302760	
9432030	LOC103694446		
9432037	LOC103691864		
9432497	LOC103690757		
9432525	LOC103694361		
9433635	LOC103692969	LOC102550357	
9433644	LOC103693020		
9433645	LOC103693310		
9433650	LOC103694950		
9434873	LOC103690826		
9434881	Ggact-ps3	ENSRNOG00000067156;Ggact-ps1;LOC103692341;LOC366341	ENSRNOG00000067156
9435381	Wbp11l1	LOC103689936	ENSRNOG00000005505
9435428	LOC103692329	LOC688630	
9436043	LOC103690191		
9436047	LOC103691451		
9437161	LOC103690334		
9438139	LOC103690325		
9438141	Igkvl8	LOC103690610	
9438191	A630010A05Rikl	LOC103693260	ENSRNOG00000040121
9438210	Rpl31-ps13	LOC103694271;LOC680499;Rpl31l5	
9438215	LOC103695042		
9438740	LOC103694572		
9439280	Igkvl9	LOC103692161	
9439292	Sry2	LOC103694552;Sry	
9439297	LOC103694561		
9439981	LOC103691254		
9439988	LOC103692705		
9439993	Aldoa-ps8	LOC103694500	
9440658	LOC103694026		
9440676	LOC103694417		
9440690	LOC103695270		
9441284	Travl-ps1	AABR07017635.2;LOC103693831	ENSRNOG00000061833
9442066	LOC103693876		
9442087	LOC103693923	LOC100361471	
9442972	LOC103694790		
9442973	LOC103694812		
9443602	Cd300ld-ps1	LOC103690424	
9443619	LOC103693005		
9444072	LOC103691202	LOC293386	
9444073	Hdac1-ps1	LOC102548426;LOC103692317	
9444094	Snrpd3l1	LOC103694291;LOC502191;RGD1560685	ENSRNOG00000013839
9444651	LOC103690087	LOC102547259	
9445936	LOC103690238		
9445976	LOC103693082		ENSRNOG00000065647
9447173	Brcc3dc	LOC103692848	ENSRNOG00000070196
9447800	LOC103693451	LOC100363099	ENSRNOG00000070607
9447842	LOC103694679		
9449268	LOC103693782		
9449895	LOC103690686		
9449921	LOC103693818	LOC103693302	
9450374	LOC103690514	rEsp1	
9450419	LOC103694685		
9450425	LOC103694990		
9450932	LOC103691948		
9450947	LOC103692240		
9450974	LOC103693436		
9451115	LOC103691964		
9451621	H60al	LOC103690290	ENSRNOG00000042852
9452260	Rpl9l4	LOC103691519;LOC310284;RGD1559963	
9452275	LOC103692281	LOC100910742;LOC103692283;LOC681051	
9452287	LOC103693333		
9452817	LOC103691683	LOC691710	
9453007	LOC103694671		
9453398	LOC103690796	LOC108353283;LOC314434;RGD1559566	ENSRNOG00000051858;ENSRNOG00000065924
9453438	LOC103693336		
9453920	LOC103691317		
9453956	LOC103693112		
9455316	Pgam1-ps8	LOC103690179	
9455360	LOC103694807		
9455361	LOC103694898	LOC100360969	
9455736	LOC103691602		
9455754	LOC103695140		
9457468	Eif1-ps1	LOC100361211;LOC103692916	
9457470	LOC103693344	LOC691768	
9458718	LOC103694541	LOC103694535	
9458719	LOC103694788		
9459076	Gsta4-ps3	LOC103691889	
9459085	LOC103693764		
9460236	LOC103690727		
9460242	LOC103693493	LOC100912363	
9460259	LOC103693561	LOC100360563	
9460837	LOC103692325		
9461240	LOC103695238		
9461615	LOC103691351		
9461626	LOC103692077		
9461644	Rpl9l3	LOC100910002;LOC103692519;LOC103695282;LOC366500;RGD1561789	ENSRNOG00000028449
9461660	LOC103693918	LOC108353083	
9462175	H2bw2l	LOC103690887;LOC679105	
9462201	LOC103694576		
9462202	LOC103694681		
9462670	LOC103690870		ENSRNOG00000065954
9462719	LOC103693194		ENSRNOG00000069302
9463287	LOC103691911		
9463298	LOC103693135		
9463308	LOC103694729		
9463309	LOC103694780		
9463310	LOC103694815		
9463875	LOC103690886		
9463950	LOC103693581		
9464512	Or5b2l-ps1	LOC100360480;LOC103691300	
9465124	Arl14	NEWGENE_1585613	ENSRNOG00000049827
9465708	Zfp14-ps1	LOC103695338	
9466182	LOC103692065		
9466191	Chchd2l2-ps5	LOC103693707;LOC502018;RGD1563728	
9466192	Uqcrbl2	LOC103693740;LOC692017;Uqcrbl1	ENSRNOG00000038122
9466215	LOC103694421		
9466603	LOC103690425		ENSRNOG00000063044
9466610	LOC103690714		
9466631	LOC103694668		
9467537	LOC103690909		
9467553	LOC103691878		
9467586	LOC103694661		
9467587	LOC103695038		
9468236	LOC103691168		
9468847	LOC103689940	Amy2;Amy2-3;LOC365914	ENSRNOG00000055613;ENSRNOG00000065221;ENSRNOG00000069596
9468862	LOC103694566		
9469491	LOC103691462		
9470088	LOC103694002		
9470099	LOC103694900	LOC100910608	
9470618	LOC103694545	Sry3;Sry3B;Sry3C	
9471632	LOC103690732		
9472036	Poted	LOC103690003;LOC502141;LOC691693	ENSRNOG00000038520
9472080	LOC103690891		
9472094	Spmip1	Atp6v1fnb;LOC100361741;LOC103692087	ENSRNOG00000042149;ENSRNOG00000063021
9472119	LOC103694749		
9472607	LOC103689990		
9472652	Rps12l11	LOC103692210	ENSRNOG00000029083
9472653	Dlg5l7	LOC103692301;LOC108350933	ENSRNOG00000063229;ENSRNOG00000070765
9472673	LOC103694718		
9473667	LOC103693292		
9473700	LOC103695073		
9474148	Ube2l3-ps2	LOC100362445;LOC103690856	
9474178	LOC103692595		
9474191	LOC103694125		
9475395	LOC103692988	LOC100912144;LOC688535	
9476012	1810024B03Rikl	LOC102552077;LOC103690174	ENSRNOG00000068068
9476423	LOC103690298	LOC680288	ENSRNOG00000029868
9476424	Rpl39l5	LOC103691460	
9476434	LOC103694333		
9477020	LOC103695265		
9477815	LOC103690733		
9478556	LOC103694707		
9478890	LOC103690414		
9685073	Mir1297	rno-mir-1297	ENSRNOG00000068559
9685074	Mir3084c	rno-mir-3084c	ENSRNOG00000044314
9685075	Snora19	Mir3084d;rno-mir-3084d	ENSRNOG00000058376;ENSRNOG00000064006
9685076	Mir1896	rno-mir-1896	ENSRNOG00000061748
9685079	Mir676	rno-mir-676	ENSRNOG00000061112
9685080	Mir1843b	rno-mir-1843b	ENSRNOG00000050256
9685081	Mir762	rno-mir-762	ENSRNOG00000040387
9685082	Mir148a	rno-mir-148a	ENSRNOG00000046475
9685083	Lnc001	Lncsn001	
9685084	Mir1b	rno-mir-1b	ENSRNOG00000057048
9685085	Mir149	rno-mir-149	ENSRNOG00000050999
9685086	Fendrr	LOC104845258	ENSRNOG00000062673
9685087	Mir5132	rno-mir-5132	ENSRNOG00000059675
9685088	Lnc215	Lncsn215	
9685089	Lnc056	Lncsn056	
9685090	Mir193b	rno-mir-193b	ENSRNOG00000046587
9685091	Mir1956	rno-mir-1956	ENSRNOG00000043562
9685092	Mir1247	rno-mir-1247	ENSRNOG00000048809
9685093	Mir3064	rno-mir-3064	ENSRNOG00000050490
9685094	Mirlet7g	rno-let-7g	ENSRNOG00000050242
9685095	Mir3084a	rno-mir-3084a;rno-mir-3084a-1	ENSRNOG00000045722
9685200	Tincr	LOC104940696	
9685233	Aptr	LOC104968332	
9685395	Tug1		ENSRNOG00000051135
9685628	Mir466c	rno-mir-466c	ENSRNOG00000047208
9685629	Mir297	rno-mir-297	ENSRNOG00000036251
9685630	Mir341	rno-mir-341	ENSRNOG00000036267
9743990	Selenow-ps1	LOC105274309;Sepw1-ps1	
9854646	Rps27a-ps4	LOC105616915	
9854659	Rps27a-ps31	LOC105650978;Ppia-ps1	
9854660	Rps27a-ps11	LOC105650980	
9854661	Rps27a-ps3	LOC105616913	
9854662	Rps27a-ps8	LOC105650979	
9999338	Rps27a-ps15	LOC105664405	
9999339	Rps27a-ps16	LOC105664406	
9999453	Rps27a-ps21	LOC105665607;Rps27a-ps22	
9999454	Rps27a-ps23	LOC105665608	
10043200	Rps27a-ps29	LOC105751183	
10043390	Rps27a-ps30		
10045371	Mir155hg	Bic	
10045415	Kantr		ENSRNOG00000056849
10059728	Cahm		
10059729	Baiap3		ENSRNOG00000017893
10059730	LOC106182250		
10395317	Hoxb5os		
10395318	Cep83os		
10395319	Lppos		
10395320	Zbtb11os1		
10398753	Crnde		
10398754	Mirlet7bhg	Lincppara;linc-Ppara	
10398773	Hoxaas3		
10400915	Linc-rbe		
10401149	Mtln	ENSRNOG00000070641;LOC106631776;Smim37	ENSRNOG00000070641
10401674	Carmn	LOC120098113;Mir143hg	ENSRNOG00000070011
10411933	LOC106736471		
10412358	Khps1a		
11040462	LOC107305674		
11051980	Ighv-ps1	LOC299452	
11051987	Igkvl-ps20	LOC102555123	
11051990	Igkvl-ps1	LOC102556862	
11051991	Igkvl-ps10	LOC102551297	
11051993	Igkvl-ps11	LOC102557466	
11051996	LOC691815	ENSRNOG00000066796	ENSRNOG00000066796
11051997	LOC102551082		
11051998	Igkvl-ps18	LOC102554848	
11051999	LOC684133		
11052004	LOC691950		
11052016	Igkvl10	ENSRNOG00000068824;LOC102551948;LOC108350816	ENSRNOG00000068824
11052028	Ighv-ps3	LOC691963	
11052040	Ighl3	ENSRNOG00000067155;LOC691778	ENSRNOG00000067155
11052049	Igkv8-30l1	LOC102551491;LOC690813	ENSRNOG00000048070
11081182	Rps2-ps44	LOC100125366;Rps2l3	ENSRNOG00000059428
11081189	Nup50-ps1	LOC500265	ENSRNOG00000024560
11081198	LOC287274		
11081208	Da2-19		ENSRNOG00000032739;ENSRNOG00055014857;ENSRNOG00060024114;ENSRNOG00065016749
11355186	LOC108350864		
11355371	LOC108349037		
11355376	LOC108349242		
11355398	LOC108351426		
11355415	LOC108352575	LOC108353437	
11355448	LOC108352740		
11355708	Trnag-gcc9	Trnag-gcc	
11355719	LOC108350566	AABR07053749.2	ENSRNOG00000053070
11355954	Ppia-ps10	LOC108349114	
11355955	LOC108349431		
11355973	Lcn15l1	LOC108350339	ENSRNOG00000062998
11355992	Trnar-ucu5	Trnar-ucu	
11356238	LOC108348385		
11356257	LOC108349767		
11356258	LOC108350000		
11356268	LOC108353594		
11356498	Or6c203b	LOC108348038;Olr883;Or6c203a	ENSRNOG00000050851;ENSRNOG00000062664
11356502	LOC108349024		
11356515	LOC108350668		
11356528	LOC108350861		
11356540	LOC108352599		
11356775	LOC108351950		
11356949	LOC108350155		
11356950	Trnan-guu2	Trnan-guu	
11356951	LOC108351106		
11356953	LOC108352843		
11356954	LOC108352942		
11357136	LOC108348454		
11357154	LOC108348884		
11357155	LOC108349492		
11357181	LOC108351674		
11357182	LOC108352016		
11357405	Rpl30-ps16	LOC108349271	
11357406	LOC108351024		
11357429	Trnag-ucc6	Trnag-ucc	
11357449	Pramef20-ps1	ENSRNOG00000067899;LOC108348100	ENSRNOG00000067899
11357568	Ighv-ps2	LOC102547866	
11357613	LOC108350962		
11357632	LOC108353253		
11357820	LOC108348848		
11357821	LOC108349455		
11357843	LOC108351056		
11357857	Trnak-cuu15	Trnak-cuu	
11357864	LOC108353537		
11358050	Trnar-acg4	Trnar-acg	
11358065	LOC108350533		
11358086	LOC108351761		
11358117	LOC108353328		
11358346	LOC108349017		
11358358	LOC108350743		
11358385	LOC108351729		
11358390	LOC108352211		
11358405	LOC108349566		
11358633	Trnat-agu1	Trnat-agu	
11358634	LOC108350157		
11358650	LOC108348918		
11358773	LOC108351520		ENSRNOG00000061335
11358786	LOC108352154		
11358818	LOC108353650		
11359049	LOC108348195	LOC682526	ENSRNOG00000070809
11359056	Trnas-uga2	Trnas-uga	
11359058	LOC108349967		
11359066	Cnot6l2	LOC108352082	
11359441	LOC108349252		
11359443	LOC108349515		
11359459	LOC108351839		
11359479	LOC108350038	LOC108350039	
11359664	LOC108351470		
11359665	LOC108351685		
11359726	LOC108351293		
11359972	LOC108348578		ENSRNOG00000063067
11359983	Chia-ps1	LOC108350084	
11359984	LOC108351275		
11359993	Trnac-gca30	Trnac-gca	
11360003	Rpl30-ps11	LOC108351810	
11360244	LOC108349237		
11360257	Trnar-ucu2	Trnar-ucu	
11360495	Phf11a	LOC108348241	ENSRNOG00000069746
11360501	Speer4cl5	LOC108348293	ENSRNOG00000050134
11360528	LOC108350948		
11360540	Rpl35al8	LOC108351255	ENSRNOG00000033058;ENSRNOG00000070978
11360541	LOC108352470		
11360561	LOC108353311		
11360787	Klk5l-ps3	LOC108349761	
11360801	LOC108353137		
11361279	LOC108351773		
11361305	Trnat-ugu2	Trnat-ugu	
11361310	LOC108353045		
11361535	LOC108348368		
11361547	Inafm2		
11361552	LOC108350985		
11361755	LOC108349718		
11361756	LOC108350125		
11361776	Trnae-uuc2	Trnae-uuc	
11361878	Fpr2-ps3	LOC108349269;LOC108349803	
11361880	LOC108352720		
11361894	LOC108352853		
11361905	LOC108348849		
11362058	LOC108348893		
11362072	LOC108350282		
11362073	LOC108350398		
11362092	LOC108351929	LOC103690533	
11362114	LOC108352953		
11362115	LOC108352964		
11362140	LOC108353476		
11362354	LOC108348394		
11362355	LOC108348901		
11362385	Mindy4b	AABR07010717.1;Fam188b2	ENSRNOG00000043502
11362626	Eno1l1	LOC108351291	ENSRNOG00000070937
11362637	LOC108353440		
11362865	LOC108348963		
11362898	LOC108349897		
11362910	LOC108351399		
11362919	Igkvl-ps13	LOC108350813;LOC108353269	
11362920	LOC108353491		
11362928	LOC108352851		
11363195	LOC108352413		ENSRNOG00000069015
11363202	Trnag-gcc5	Trnag-gcc	
11363204	LOC108353462		
11363205	LOC108353633		
11363226	LOC108352445		ENSRNOG00000061665
11363540	LOC108348824		
11363549	LOC108349300		
11363564	LOC108351187	LOC108351189	
11363569	LOC108352305		
11363582	LOC108352455		
11363596	LOC108350856		
11363847	Zfp568	LOC102547059;LOC108348102;RGD1560682	ENSRNOG00000046652
11363864	Trnat-cgu3	Trnat-cgu	
11363865	LOC108349008		
11363866	LOC108349642		
11363882	LOC108353548		
11364129	LOC108349730		
11364130	LOC108349861		
11364131	Trnag-ccc2	Trnag-ccc	
11364133	Trnav-uac3	Trnav-uac	
11364134	LOC108351664		
11364143	Trnav-aac5	Trnav-aac	
11364437	LOC108351578		
11364439	LOC108352690		
11364454	LOC108353117		
11364647	Itgb3bp-ps1	LOC108350152	
11364654	Igkvl-ps17	LOC103692160;LOC108350814	
11364685	LOC108351768		
11364710	Trnar-ucu6	Trnar-ucu	
11364909	LOC108349493		
11364928	LOC108349904		
11364935	LOC108350051		
11364956	LOC108352688		ENSRNOG00000068623
11365248	Trnai-aau10	Trnai-aau	
11365249	LOC108349172		
11365258	LOC108349443		
11365277	Tmsb10l3	LOC108351926	
11365371	Rps26-ps1	LOC108348489	
11365599	LOC108349430		
11365609	LOC108350978		
11365616	Hsp90ab1-ps20	LOC108351997	
11365736	LOC108349386		
11365741	LOC108350541		
11365855	LOC108348257		ENSRNOG00000068331
11365895	LOC108348791		
11365896	LOC108349122		
11365897	Zfp873l1	LOC108350578	ENSRNOG00000064324
11365902	Trnac-gca14	Trnac-gca	
11365903	LOC108351705		
11366002	LOC108348790		
11366014	LOC108351376		
11366023	LOC108353416	LOC108350238	
11366175	LOC108348940		
11366389	LOC108350783		
11366402	LOC108352183	AC128859.2	ENSRNOG00000037114
11366551	LOC108348983		
11366552	Gapdhl11	LOC108349756	
11366562	LOC108352409		
11366571	Trnan-guu11	Trnan-guu	
11366572	LOC108353101		
11366792	Eif4a1-ps3	LOC108350485	
11366818	Rpl30-ps4	LOC108351117	
11366826	LOC108352580		
11366842	LOC108353549		
11366915	LOC108349725		
11366916	LOC108352157		
11366941	LOC108350146		
11366942	LOC108351085		
11367056	LOC108349076		
11367158	LOC108348424		
11367266	LOC108349205		
11367342	LOC108350232		
11367373	LOC108350221		
11367381	Trnaf-gaa4	Trnaf-gaa	
11367462	LOC108353252		
11367515	LOC108348331	LOC102548785	
11367619	Trnai-uau1	Trnai-uau	
11367741	Rpl31l16	LOC108348781;Rpl31l6	ENSRNOG00000050666
11367755	LOC108349435		
11368028	LOC108348807		
11368087	Trnar-ccg3	Trnar-ccg	
11368116	LOC108352715		
11368266	Trnac-gca4	Trnac-gca	
11368396	Trnac-gca17	Trnac-gca	
11368541	Pcdhb15	LOC108348201;LOC291646	ENSRNOG00000020054
11368550	LOC108348426		ENSRNOG00000057882
11368559	LOC108348977		
11368566	LOC108349099		
11368573	LOC108350015		
11368675	LOC108352757		
11368884	LOC108349236		
11368915	LOC108351793	LOC108351792	
11368922	Ube2d4l-ps2	LOC108352787;Ube2d4-ps 1	
11369035	Rpl15-ps15	LOC108349073	
11369037	LOC108352294		
11369155	LOC108352640		
11369221	Trnas-uga4	Trnas-uga	
11369277	LOC108348772		
11369295	LOC108352075		
11369392	LOC108348618		
11369411	Trnal-aag4	Trnal-aag	
11369651	LOC108349841		
11369943	LOC108349556	LOC108349557	
11369964	LOC108352529		
11369965	LOC108352598		
11370168	LOC108353581		
11370295	LOC108351213	LOC102554354	
11370304	LOC108351238		
11370336	LOC108353309		
11370486	LOC108350283		
11370487	LOC108352815		
11370500	LOC108353333		
11370628	Gapdh-ps24	LOC108351572	
11370866	LOC108350753		
11370875	LOC108351059		
11371075	LOC108349047		
11371098	Gapdh-ps26	LOC108352642	
11371099	LOC108352713		
11371108	Speer4cl6	LOC108353188	
11371117	LOC108353587		
11371333	LOC108350984		
11371334	Trnaf-gaa3	Trnaf-gaa	
11371335	Trnat-agu3	Trnat-agu	
11371572	LOC108348797		
11371601	Trnat-agu2	Trnat-agu	
11371602	LOC108352419		
11371780	LOC108348215		ENSRNOG00000058436
11371832	LOC108349219		
11371833	LOC108349949		
11371857	LOC108352423		
11371864	LOC108352788		
11372181	Krtap4-8	LOC108348279	
11372193	Trnaa-cgc4	Trnaa-cgc	
11372203	Rpl36a-ps19	LOC108350150	
11372222	LOC108351054		
11372613	LOC108348957		
11372680	LOC108352565		ENSRNOG00000070089
11372689	LOC108352800		
11372709	LOC108353112	LOC108348462	
11372989	LOC108351585		
11372990	LOC108351758		
11373170	LOC108352383		
11373177	LOC108352828		
11373178	LOC108353540		
11373421	LOC108348402		
11373430	Rps6-ps3	LOC108350185	
11373432	LOC108350369	LOC103691780	ENSRNOG00000060921
11373688	LOC108350177		
11373702	LOC108350619		
11373704	LOC108351143		
11373727	Trnaa-ugc4	Trnaa-ugc	
11373735	Ccdc194	LOC108353095	ENSRNOG00000062469
11373859	LOC108348519		
11373868	Ormdl1-ps4	LOC108349149	
11373871	LOC108353597		
11374183	LOC108348492		
11374184	LOC108349924		
11374185	LOC108350929		
11374295	LOC108348567		
11374321	LOC108351781		
11374486	LOC108350233		
11374487	Prkra-ps1	LOC108351814	
11374956	Trnai-aau9	Trnai-aau	
11374957	LOC108349779		
11374962	LOC108349922		ENSRNOG00000058293
11374986	LOC108353464		
11375075	LOC108348596		
11375082	LOC108348905		
11375087	LOC108349508		
11375109	Sec61gl5	LOC108352097	
11375248	LOC108348966		
11375288	LOC108351336		
11375289	LOC108352723		
11375302	LOC108352734		
11375408	LOC108350928		
11375417	LOC108352417	LOC103690998	
11375432	LOC108353315		
11375591	LOC108350153		
11375713	Trnai-aau1	Trnai-aau	
11375853	LOC108349225		
11375877	LOC108352390		
11375987	LOC108350353		ENSRNOG00000065889
11376207	LOC108349211		
11376334	LOC108351801		
11376343	LOC108351892		
11376456	LOC108349429		
11376545	Pcdhb6l	LOC108348233	ENSRNOG00000020062
11376555	Trnac-gca34	Trnac-gca	
11376556	LOC108352643	ENSRNOG00000068606	ENSRNOG00000068606
11376557	Rps29-ps16	LOC108352650	ENSRNOG00000004196;ENSRNOG00000028939;ENSRNOG00000029443;ENSRNOG00000032542
11376688	LOC108350139		
11376868	LOC108352955		
11376984	LOC108348619		
11377006	LOC108352314		
11377015	LOC108353261		
11377177	LOC108352053		
11377184	LOC108352532		
11377201	LOC108353527		
11377202	LOC108353733		
11377311	LOC108350345		
11377318	LOC108353259		
11377511	LOC108353180		
11377656	LOC108351206		
11377805	LOC108349061		
11377812	LOC108349215		
11377829	Trnag-gcc1	Trnag-gcc	
11377830	LOC108351155		
11377841	LOC108352719		
11378084	LOC108349673		
11378088	LOC108349838		ENSRNOG00000063054
11378089	Gapdh-ps22	LOC108350169	
11378090	LOC108350229		
11378091	C5h1orf232	LOC108351043	ENSRNOG00000054734
11378131	LOC108351495		
11378146	LOC108352055		
11378147	LOC108352744		
11378315	LOC108348280		ENSRNOG00000039601;ENSRNOG00000067462
11378322	LOC108348960		
11378331	LOC108351223		
11378340	Rtl1	AABR07065531.3	ENSRNOG00000048751
11378360	Defal1-ps1	LOC108353108	
11378368	LOC108353611		
11378550	LOC108349351		
11378564	LOC108351620		
11378565	LOC108351675		
11378802	Trnas-gcu4	Trnas-gcu	
11378963	LOC108351748		
11379150	LOC108348532		
11379162	LOC108350184		
11379167	LOC108352949		
11379447	LOC108352323		
11379461	LOC108352553		
11379491	Trnar-acg3	Trnar-acg	
11379695	LOC108350752		
11379739	LOC108349564		
11379849	Pskh1-ps1	LOC108349140	
11379972	LOC108350850		
11379973	Trnae-uuc8	Trnae-uuc	
11380105	Rpl32-ps5	LOC108349632	
11380114	Rpl7a-ps21	LOC108350018	
11380122	Sumo2l1	LOC108351070	
11380145	Trnaa-agc17	Trnaa-agc	
11380413	LOC108349227		
11380439	LOC108349976		
11380440	LOC108351156		
11380450	Trnac-gca39	Trnac-gca	
11380451	LOC108353640		
11380647	LOC108350745		
11380654	LOC108352451		
11380833	Trnae-uuc9	Trnae-uuc	
11380835	LOC108350738		
11380959	LOC108348734		
11380966	Trnak-cuu7	Trnak-cuu	
11380967	LOC108350412		
11380980	Skint5l	LOC108351016	
11381164	LOC108348948		
11381173	LOC108349058		
11381204	LOC108352141		
11381215	LOC108352304	LOC102552845	
11381220	LOC108352654		
11381349	LOC108349450		
11381356	H3f3bl2	LOC108349691	ENSRNOG00000067027
11381365	LOC108350520		
11381374	LOC108350987		
11381376	LOC108352839		
11381410	LOC108352228		
11381419	LOC108352292	AABR07033271.1	ENSRNOG00000052428
11381448	LOC108353535		
11381495	LOC108348346		
11381497	LOC108349082		
11381498	LOC108351103		
11381588	LOC108349935		
11382046	LOC108349135		
11382083	LOC108350107		
11382166	LOC108349962		
11382285	Ceacam15	LOC108349752	ENSRNOG00000028617
11382308	Lyrm1-ps1	LOC108351072	
11382383	Rps26-ps5	LOC108351332	
11382437	LOC108349532	ENSRNOG00000067278	ENSRNOG00000067278
11382578	LOC108352025		
11382618	LOC108350494		
11382661	LOC108349957		
11382668	LOC108352528		
11382704	LOC108350851		
11382743	LOC108350768	LOC108350765	
11382846	LOC108353529		
11383061	LOC108350271		
11383082	Igkvl-ps19	ENSRNOG00000065025;LOC102556911	ENSRNOG00000065025
11383083	Vdac1l1	LOC108348040	
11383084	LOC108352067		
11383150	Rpl21-ps26	LOC108350082	
11383155	Rpl31l12	LOC108351931	ENSRNOG00000030296;ENSRNOG00000032947
11383160	LOC108353505		
11383205	LOC108350529		
11383214	LOC108352124		
11383223	LOC108352177		
11383294	Ighl10	LOC108351347	
11383413	LOC108351095		ENSRNOG00000062502
11383424	Rpl15-ps4	LOC108351617	
11383425	LOC108353574		
11383464	LOC108351831		
11383528	LOC108348340		
11383612	LOC108353232		
11383644	Trnac-gca35	Trnac-gca	
11383645	LOC108352617		
11383786	LOC108353401		
11383913	LOC108349630	LOC108348719	
11383936	Rpl23-ps3	LOC108349778	
11383937	LOC108350593		
11383953	Trnac-gca5	Trnac-gca	
11383954	LOC108353114		
11384001	LOC108349141		
11384002	LOC108349194		
11384018	LOC108352132		
11384146	Trnal-aag1	Trnal-aag	
11384229	LOC108351669		
11384271	LOC108353207		
11384346	Rpl9-ps19	LOC108350750	
11384347	LOC108351046		
11384366	Vps37c	NEWGENE_1309258;RGD1309258	ENSRNOG00000046439
11384520	LOC108353724		
11384587	LOC108350521		
11384727	Smim43	LOC108349997	ENSRNOG00000070831
11384736	LOC108351689		
11384777	Trnas-gcu11	Trnas-gcu	
11384778	LOC108351214		
11384787	Trnat-ugu3	Trnat-ugu	
11384865	LOC108349983		
11384875	LOC108352460		
11385023	LOC108351280		
11385037	Nid2l3	LOC108351587	
11385038	LOC108353794		
11385100	LOC108350923		
11385113	LOC108353531		
11385134	Trnal-aag3	Trnal-aag	
11385252	Rpl36a-ps9	LOC108348456	
11385321	LOC108350008		
11385524	LOC108351686		
11385575	LOC108351039		
11385622	LOC108351940		
11385663	Trnaa-agc18	Trnaa-agc	
11385871	LOC108349529		
11385872	LOC108350868		
11385874	LOC108353431	LOC108349452	
11386002	Trnad-guc3	Trnad-guc	
11386046	Gapdh-ps18	LOC108348451	
11386103	LOC108351618		
11386181	LOC108351031		
11386194	LOC108348505		
11386207	LOC108348510		
11386218	LOC108348562		
11386227	LOC108351802		
11386295	LOC108353405		
11386332	Trnac-gca26	Trnac-gca	
11386340	LOC108352341		
11386349	LOC108353703		
11386464	LOC108351864		ENSRNOG00000033499
