CAS	CHEBI
81148-15-4	143310
81161-17-3	4857
81161-27-5	5061
81164-05-8	139558
812-00-0	340824
81203-57-8	81095
81246-84-6	34450
81246-85-7	34490
81276-03-1	34157
81294-16-8	50078
81334-34-1	82021
81335-37-7	5869
81335-77-5	82022
81345-02-0	28627
81398-31-4	25882
814-78-8	88437
81403-68-1	32286
81403-80-7	51141
81405-11-0	73467
81405-85-8	2894
81408-49-3	64139
81409-90-7	3286
81412-43-3	9700
81416-72-0	15559
81422-93-7	9021
81426-14-4	582
81443-73-4	90388
81447-80-5	135559
81474-84-2	5579
81486-22-8	31682
815-91-8	17969
81510-83-0	133212
81520-72-1	65124
81525-10-2	135466
816-66-0	48430
816-90-0	7274
816-94-4	83718
81604-85-5	29655
81644-19-1	29461
81661-90-7	29491
81674-79-5	135184
81677-64-7	59055
81678-18-4	81126
817-09-4	82375
81705-04-6	75366
81732-46-9	59167
81732-65-2	553827
81755-84-2	63418
81777-89-1	3751
81790-82-1	34316
818-38-2	87319
81801-12-9	10055
81827-49-8	64417
81827-55-6	6144
81827-74-9	132346
81840-15-5	31237
81846-19-7	50861
81861-72-5	2372
81872-09-5	82603
81872-10-8	78539
81873-91-8	138401
81886-52-4	9848
819-83-0	132089
819-97-6	87318
81907-02-0	9034
81918-96-9	63983
81926-94-5	84945
81938-43-4	82600
81939-29-9	61686
81943-08-0	7030
81967-88-6	27733
81982-32-3	135599
81983-26-8	62022
81988-88-7	29670
81991-99-3	6373
82-02-0	6133
82-08-6	8899
82-09-7	9643
82-10-0	9358
82-12-2	37500
82-28-0	82382
82-29-1	37489
82-40-6	6564
82-57-5	10002
82-58-6	6604
82-66-6	81896
82-68-8	34908
82-76-8	39708
82-82-6	17405
82-86-0	15342
82-88-2	8065
82-89-3	82758
82-92-8	3994
82-93-9	94402
82-94-0	87649
82-95-1	3205
82-98-4	91986
82-99-5	135399
820-10-0	132188
820-11-1	17050
82009-34-5	3697
82014-86-6	44605
82034-46-6	31784
82064-83-3	9916
82079-32-1	46116
82084-87-5	5511
82097-50-5	9673
821-33-0	134793
821-38-5	76308
821-55-6	77927
821-95-4	77444
82147-51-1	59399
82159-09-9	31539
82182-00-1	52893
82183-63-9	19567
82186-77-4	156095
82198-76-3	47724
822-06-0	53578
822-16-2	132109
822-35-5	51206
822-36-6	40035
822-55-9	28182
822-83-3	87317
82200-87-1	72867
82200-87-1	91286
82202-95-7	132631
82203-01-8	581177
82211-24-3	5887
82219-78-1	55488
82219-81-6	31384
82220-61-9	5297
82248-59-7	331697
82262-99-5	75633
82277-62-1	32197
82290-17-3	9115
823-40-5	76288
823-82-5	83385
82337-46-0	34144
82345-58-2	1177
82354-19-6	51247
82358-31-4	3806
824-42-0	20110
824-69-1	27545
82410-32-0	465284
82413-20-5	34731
82419-36-1	7731
82446-32-0	29074
82467-51-4	5517
82467-52-5	4410
82475-10-3	81041
82494-09-5	67097
825-33-2	46691
825-52-5	38842
82504-00-5	65409
82510-13-2	81040
82539-36-4	33052
82542-92-5	50602
82543-85-9	50038
82547-58-8	135776
82547-81-7	31381
82556-10-3	61751
82558-50-7	63956
82560-54-1	3014
82571-53-7	134938
82586-52-5	6961
82586-55-8	8714
82597-50-0	60659
826-17-5	51057
826-39-1	6707
826-74-4	51327
82600-58-6	33415
82626-01-5	135649
82626-48-0	10125
82640-04-8	50740
82657-04-3	3093
82664-20-8	131719
82683-92-9	34586
82683-93-0	34588
82692-44-2	81829
82697-71-0	133108
827-54-3	51325
827-61-2	93847
82735-70-4	47926
82752-99-6	7495
82768-37-4	615
82784-82-5	17416
828-00-2	82450
828-01-3	25998
82801-38-5	2961
82801-81-8	132237
82821-47-4	135015
82834-16-0	8024
82854-37-3	4745
82855-00-3	9746
82857-38-3	31298
82857-69-0	41037
82857-75-8	39579
82864-77-5	81565
829-74-3	10304
82948-87-6	53026
82951-55-1	135304
82962-86-5	85381
82964-04-3	48549
82975-93-7	132874
82989-25-1	32183
83-05-6	28139
83-07-8	59026
83-08-9	53700
83-12-5	8066
83-14-7	107
83-15-8	83513
83-26-1	82261
83-32-9	22154
83-33-0	17404
83-34-1	9171
83-40-9	20141
83-43-2	6888
83-44-3	28834
83-45-4	89400
83-46-5	27693
83-47-6	132823
83-48-7	28824
83-49-8	52023
83-54-5	4749
83-58-9	6563
83-59-0	82265
83-60-3	46690
83-61-4	40863
83-63-6	81046
83-66-9	82495
83-67-0	28946
83-72-7	44401
83-73-8	5950
83-74-9	5852
83-75-0	32085
83-79-4	28201
83-81-8	135143
83-86-3	17401
83-88-5	17015
83-89-6	8711
83-94-3	9386
83-95-4	9172
83-98-7	7789
830-03-5	82635
830-09-1	48541
830-89-7	134885
830-96-6	43580
83015-26-3	127342
830357-87-4	34884
83048-35-5	32081
83055-99-6	3017
83058-47-3	62797
83066-88-0	83599
831-61-8	87247
831-82-3	39264
83104-86-3	136553
83105-70-8	32170
83120-66-5	53391
83121-18-0	39387
83130-01-2	38463
83136-88-3	17734
83150-76-9	7726
83151-89-7	7500
83162-82-7	81339
83164-33-4	81824
83193-04-8	23715
832-69-9	35860
83207-58-3	65457
83209-65-8	48028
83216-10-8	5461
83217-86-1	73231
83275-56-3	135549
83313-10-4	45912
83314-01-6	88353
83327-19-9	67244
83327-19-9	67246
83327-20-2	1865
83327-20-2	62724
83327-21-3	1890
83327-21-3	62725
83327-22-4	4320
83333-10-2	52988
83335-41-5	80347
83349-93-3	62464
83366-66-9	7494
83377-13-3	9041
83386-35-0	9591
83387-25-1	136007
834-12-8	22472
834-99-1	27753
83431-78-1	52670
83435-66-9	135735
83435-67-0	31462
83462-55-9	89510
83463-62-1	82412
83480-29-9	32300
83493-63-4	39350
835-11-0	34209
835-31-4	93363
83532-20-1	67372
83532-37-0	55497
83544-74-5	16487
835598-21-5	73060
835598-21-5	84649
835876-32-9	68236
836-43-1	29486
83621-06-1	31935
83647-97-6	135756
83657-17-4	81785
83657-18-5	83911
83657-19-6	83906
83657-22-1	38000
83657-24-3	81913
83688-84-0	135244
83692-05-1	52484
83692-08-4	65788
837-73-0	60585
83709-73-3	72795
83729-01-5	67900
83733-82-8	82127
83792-61-4	34827
83799-24-0	5050
838-07-3	47876
838-88-0	82343
83805-11-2	31590
83851-42-7	27491
83880-70-0	135819
83881-51-0	3561
83881-52-1	3562
83889-80-9	66680
83898-65-1	59812
83905-01-5	2955
83915-83-7	6503
83919-23-7	47564
83920-62-1	15712
83923-11-9	89479
83924-98-5	5072
83928-76-1	135990
83944-28-9	69528
83944-97-2	78853
83952-40-3	72801
839712-12-8	90933
83997-75-5	47897
84-01-5	135464
84-02-6	8436
84-04-8	135641
84-06-0	59119
84-08-2	135253
84-11-7	37454
84-12-8	59141
84-13-9	135664
84-17-3	4518
84-21-9	28931
84-22-0	28674
84-26-4	8922
84-36-6	32175
84-39-9	18285
84-50-4	85115
84-52-6	53013
84-53-7	28895
84-54-8	9427
84-55-9	135385
84-60-6	34250
84-61-7	34693
84-62-8	60819
84-65-1	40448
84-66-2	34698
84-69-5	79053
84-74-2	34687
84-75-3	34678
84-77-5	34676
84-79-7	6377
84-80-0	18067
84-82-2	80729
84-86-6	38219
84-96-8	9725
84-97-9	59118
84-99-1	69929
840-97-1	28828
84031-17-4	135621
84048-28-2	50296
84057-84-1	6367
84057-95-4	8890
84062-31-7	71656
84062-61-3	75219
84082-82-6	79395
84087-01-4	81974
84087-33-2	132879
84087-48-9	132180
84088-42-6	92056
841-06-5	82226
841-67-8	61918
841-73-6	31314
842-07-9	30958
84213-44-5	27917
842133-18-0	73274
84268-38-2	27598
84280-28-4	61712
84305-41-9	135817
84309-23-9	81686
84323-14-8	2543
84331-34-0	5319
84332-86-5	3656
843663-66-1	72292
84371-05-1	48452
84371-65-3	50692
84449-90-1	8772
84454-35-3	34867
844692-51-9	66613
84477-87-2	43385
84477-87-2	83438
84478-11-5	43561
84478-52-4	5105
84496-56-0	81808
84504-69-8	31721
84551-43-9	38810
845533-86-0	72295
84573-16-0	66309
845796-91-0	62417
84593-23-7	52570
846-46-8	15994
846-48-0	34584
846-49-1	6539
846-50-4	9435
846-70-8	87219
84605-18-5	71314
84611-23-4	135014
84625-59-2	138033
84625-61-6	6076
84625-61-6	94366
84633-29-4	65887
84633-34-1	9039
846589-98-8	65350
84676-89-1	91026
84680-54-6	59877
84680-75-1	91024
84687-42-3	2897
84692-91-1	73228
84697-22-3	83928
84754-11-0	8911
847749-37-5	83823
847841-95-6	65595
847925-91-1	86474
848-21-5	135231
848-53-3	91588
848-75-9	52993
848155-53-3	66095
84845-75-0	135706
848667-56-1	132121
848695-25-0	90687
84880-03-5	135868
848873-99-4	60370
848942-61-0	132986
849-55-8	31925
849217-68-1	72317
849245-33-6	65503
84957-29-9	3503
84964-12-5	31309
849676-39-7	48412
849773-64-4	93296
85-01-8	28851
85-17-6	27405
85-18-7	59771
85-32-5	17345
85-33-6	6350
85-34-7	82235
85-36-9	34521
85-41-6	38817
85-42-7	103210
85-44-9	36605
85-47-2	30895
85-61-0	15346
85-61-0	57287
85-64-3	76103
85-64-3	76106
85-66-5	8653
85-68-7	34595
85-73-4	9336
85-79-0	247956
85-83-6	88014
85-84-7	82554
85-86-9	82535
85-87-0	16410
85-90-5	134790
85-94-9	28507
85-95-0	135264
850140-72-6	61390
850140-73-7	76003
850636-71-4	134679
850649-61-5	72323
850649-62-6	72324
85068-76-4	31708
850754-67-5	67936
850754-69-7	67935
85081-24-9	3702
850881-70-8	83185
850894-18-7	66823
850894-19-8	67934
851199-59-2	68551
85136-71-6	135291
85138-49-4	52689
85146-09-4	80727
85166-31-0	16595
85178-62-7	81414
85179-60-8	15668
85181-40-4	64142
85187-10-6	83358
85187-37-7	31419
852-42-6	135375
852064-75-6	63757
85233-19-8	60888
85280-91-7	87821
85287-55-4	71336
85287-61-2	31376
853-23-6	135410
853-34-9	31749
85304-86-5	62516
85305-87-9	76297
85305-88-0	75975
85320-68-9	135592
85344-31-6	5865
85344-33-8	29601
85352-99-4	82589
85354-07-0	53175
85371-64-8	34923
853728-01-5	85470
85373-04-2	59208
85378-82-1	64115
85379-09-5	64117
85394-12-3	8637
85394-31-6	78258
85414-25-1	81042
85414-26-2	81043
85416-73-5	59540
85438-96-6	32643
85438-98-8	1221
85441-61-8	8713
854601-70-0	82975
85468-01-5	31661
85482-67-3	76833
855-19-6	81712
855-96-9	136666
85502-23-4	82514
85509-19-9	81922
85532-75-8	73290
855746-98-4	81093
855779-74-7	65413
85589-24-8	15631
85589-24-8	36190
85611-86-5	34645
85622-93-1	72564
85637-73-6	80233
85650-56-2	71245
856680-00-7	66190
856680-01-8	66191
85683-41-6	135441
856866-72-3	82717
856867-55-5	83326
856869-57-3	132739
85700-42-1	34642
85700-43-2	34643
85721-05-7	135722
85721-33-1	100241
857402-23-4	71975
857402-63-2	71956
857629-78-8	48381
857847-44-0	66168
85785-20-2	34743
857890-39-2	85995
85801-02-1	31698
85807-50-7	73350
858102-79-1	90912
85815-37-8	32100
85819-51-8	81343
85819-52-9	81341
85820-29-7	8877
85878-62-2	82528
85878-63-3	82493
858954-83-3	63215
858956-08-8	62952
858956-35-1	62953
85896-59-9	49223
85908-96-9	59556
85915-62-4	4491
85915-70-4	16606
85917-14-2	60976
85925-13-9	17096
85925-15-1	1737
85929-96-0	38952
85951-62-8	36220
85955-83-5	4484
85963-48-0	36222
85982-75-8	133754
85994-54-3	36221
86-01-1	15996
86-04-4	17808
86-12-4	135187
86-13-5	3048
86-21-5	91591
86-22-6	3183
86-30-6	34875
86-34-0	8079
86-35-1	4888
86-40-8	383703
86-42-0	2674
86-43-1	8496
86-48-6	36108
86-50-0	2953
86-54-4	5775
86-55-5	36466
86-57-7	34104
86-66-8	32916
86-73-7	28266
86-74-8	3391
86-74-8	27543
86-77-1	34287
86-80-6	93295
86-86-2	81810
86-87-3	32918
86-88-4	82256
86-93-1	79916
86-95-3	75926
860-22-0	31695
860-22-0	90117
86002-90-6	89455
86029-43-8	9939
86050-77-3	31797
86052-04-2	53763
86089-80-7	39097
86111-26-4	35052
86168-78-7	9118
86195-50-8	75536
86197-47-9	135507
862-53-3	17278
862189-95-5	136049
86220-42-0	7446
86220-45-3	64745
86227-47-6	80366
86227-47-6	84883
862588-11-2	83202
86273-18-9	135748
86288-11-1	55430
86293-41-6	66064
863-03-6	76126
863-39-8	89753
863-57-0	36273
863-61-6	78277
863031-21-4	68845
863031-24-7	68847
863127-77-9	70839
86321-29-1	133508
86321-32-6	64414
86329-79-5	31372
86347-14-0	48552
86347-15-1	48556
86386-73-4	46081
86393-32-0	59936
86401-95-8	135762
864070-44-0	82720
86413-81-2	5649
86432-14-6	8036
86479-06-3	39383
864821-90-9	85980
86483-48-9	310388
865-04-3	135848
865-21-4	27375
865-49-6	85365
86500-43-8	132632
865205-40-9	66046
86527-69-7	58189
86527-70-0	58223
86527-71-1	61402
86527-72-2	37565
86527-73-3	37563
86527-74-4	46398
865318-97-4	83398
86533-36-0	2823
865369-05-7	66173
86541-74-4	3012
86541-75-5	3011
86541-78-8	88200
86542-47-4	58069
86559-73-1	16942
86561-13-9	1182
86563-85-1	39031
865759-25-7	134715
86577-97-1	19799
86579-00-2	3439
86598-92-7	81767
866-84-2	64733
866021-48-9	70714
86604-69-5	80011
86630-09-3	134690
86630-31-1	81449
86630-50-4	38865
86632-20-4	132615
86632-67-9	378068
86639-52-3	8988
866405-64-3	78510
86701-10-2	59429
86701-12-4	80067
86701-33-9	90970
86702-02-5	6645
86712-08-5	59704
86714-21-8	39030
86714-34-3	38859
86749-52-2	69379
86780-90-7	31232
86783-82-6	49126
86784-80-7	136037
868-14-4	32034
868-18-8	63017
868-59-7	31569
868-77-9	34288
868-85-9	82454
868049-49-4	82700
86811-58-7	39374
86827-77-2	14158
86831-65-4	77713
86832-68-0	31363
868390-90-3	83663
868528-39-6	65634
868540-17-4	65347
86855-26-7	43275
86879-39-2	41254
86880-51-5	4800
869-19-2	73514
869113-09-7	79040
869113-09-7	79041
869185-19-3	79041
86926-51-4	69541
86926-57-0	282
86934-09-0	31872
86934-10-3	31873
86934-11-4	31874
86934-12-5	31875
86941-58-4	82558
869477-96-3	83309
87-00-3	5747
87-02-5	87316
87-08-1	27446
87-09-2	51207
87-10-5	127105
87-17-2	239133
87-21-8	135011
87-28-5	86541
87-29-6	82429
87-32-1	70976
87-33-2	6061
87-40-1	19333
87-41-2	38085
87-44-5	10357
87-51-4	16411
87-52-5	28948
87-53-6	37806
87-58-1	135835
87-61-6	35289
87-62-7	28738
87-65-0	28457
87-66-1	16164
87-68-3	5691
87-69-4	15671
87-69-4	15674
87-69-4	30924
87-72-9	17535
87-73-0	16002
87-74-1	67270
87-76-3	32263
87-79-6	17266
87-81-0	4249
87-81-0	47693
87-85-4	39001
87-86-5	17642
87-87-6	17042
87-89-8	17268
87-90-1	33015
87-96-7	17897
87-99-0	17151
870-23-5	89888
870-55-3	136456
870-77-9	73024
87005-03-6	80732
870093-23-5	102030
87019-30-5	63015
87019-36-1	63025
870281-82-6	82701
87051-43-2	64195
87056-78-8	135627
87064-17-3	2827
87075-23-8	80953
87075-24-9	80952
870783-41-8	66134
87081-35-4	52646
87081-36-5	52650
87084-52-4	80662
87084-98-8	7505
87085-00-5	2544
87099-85-2	80079
871-70-5	133086
871-71-6	84287
871018-29-0	66582
87130-20-9	4520
87147-48-6	47813
87149-53-9	50082
871700-17-3	75998
872-05-9	87315
872-32-2	78856
872-50-4	7307
87233-61-2	4779
87233-62-3	59865
87234-24-0	135749
87237-48-7	136739
87239-81-4	3505
87254-95-3	90001
87255-09-2	2828
87269-97-4	77363
872728-81-9	70743
873-67-6	37829
873054-44-5	66901
873061-80-4	65946
87310-56-3	82172
87333-19-5	8774
87339-76-2	67553
87340-27-0	9672
87344-06-7	135678
873586-26-6	41893
873857-62-6	68590
87392-12-9	83647
874-24-8	64342
874-52-2	17735
874-61-3	1921
87402-83-3	28152
87402-88-8	4401
874163-29-8	65935
87420-14-2	7016
874221-20-2	66212
874303-33-0	66391
874303-34-1	66392
874303-35-2	65934
87440-56-0	5381
87442-13-5	66026
87453-36-9	67484
874967-67-6	83173
875-59-2	87314
875-74-1	44962
87500-74-1	62665
87530-30-1	28678
87546-18-7	5104
87591-54-6	72321
875915-78-9	83065
876-19-7	70808
87605-72-9	10000
87612-01-9	68225
87614-67-3	69530
87625-62-5	82527
87638-04-8	55486
87664-40-2	84387
87674-68-8	81789
876755-27-0	132984
87679-37-6	9649
87686-79-1	81381
87686-86-0	69519
87686-87-1	69521
87686-88-2	69537
877-22-5	68496
877-95-2	18177
87726-17-8	7911
87733-81-1	2244
87734-68-7	27173
877373-00-7	65976
877373-01-8	65977
877399-52-5	64310
87745-28-6	139177
87746-47-2	66483
87746-48-3	66482
87757-18-4	82198
87760-53-0	32182
87771-40-2	31717
878-00-2	86559
87803-10-9	80948
87806-31-3	60773
87818-31-3	3708
87820-88-0	81948
87827-55-2	81106
87834-09-1	3825
87834-10-4	3826
87848-99-5	83168
878672-00-5	90929
87879-56-9	80725
87893-18-3	70023
87893-54-7	28130
87896-47-7	75629
879-37-8	16031
87907-66-2	64396
879085-55-9	66903
87958-67-6	79994
87963-93-7	37174
87980-11-8	29585
88-02-8	19332
88-03-9	19336
88-04-0	34393
88-05-1	82545
88-06-2	28755
88-12-0	82551
88-14-2	30845
88-18-6	34305
88-21-1	1015
88-32-4	76357
88-46-0	71157
88-58-4	41094
88-67-5	287979
88-69-7	38506
88-72-2	33098
88-73-3	34270
88-75-5	16260
88-82-4	73175
88-84-6	88873
88-85-7	34719
88-88-0	53053
88-89-1	46149
88-96-0	38799
88-97-1	50736
88-99-3	29069
88010-42-8	6647
880137-41-7	65448
88026-21-5	52651
88040-23-7	478164
88069-49-2	32001
88069-67-4	135127
88095-81-2	65496
881-04-9	51471
881-17-4	134740
881-68-5	86956
88107-10-2	75310
88110-66-1	28215
8813-99-8	8880
88130-99-8	8880
88142-60-3	132719
88149-94-4	4720
88150-42-9	2668
881681-00-1	136048
881685-58-1	83126
88179-71-9	88112
88191-06-4	68694
88191-48-4	58994
88191-84-8	82818
88192-98-7	51033
882-09-7	34648
88200-23-1	61216
88206-46-6	81136
88212-12-8	7879
88217-23-6	9973
88235-25-0	52162
882516-41-8	68733
88254-07-3	41576
88256-04-6	10439
88256-05-7	10328
88269-47-0	10550
88280-54-0	28699
88283-41-4	81972
88321-09-9	101381
88373-65-3	27531
88373-66-4	29590
88373-73-3	73356
88399-23-9	6665
884-33-3	16054
884-35-5	45820
88402-43-1	133019
88416-50-6	59587
88418-46-6	6693
88430-50-6	135633
88467-65-6	136423
88475-69-8	31270
88485-37-4	81924
88492-29-9	17374
88495-63-0	63918
88497-87-4	66663
885-62-1	53350
88542-95-4	86231
88542-99-8	73212
88587-94-4	72744
88587-95-5	73215
88587-96-6	77343
88587-97-7	73209
886-38-4	53074
886-50-0	44156
886-65-7	51583
886-66-8	51588
886-74-8	3643
886-86-2	131331
88623-94-3	132794
88623-95-4	132792
88641-44-5	138724
88642-92-6	8
88660-47-3	135927
88669-04-9	135577
88671-89-0	75281
88678-31-3	31775
88678-67-5	81736
887-08-1	4329
88704-43-2	80764
88704-44-3	80956
88704-50-1	80955
887148-69-8	78621
88719-08-8	62091
887278-86-6	77479
88768-40-5	3698
88798-74-7	65819
888-12-0	27916
88805-35-0	137380
88824-26-4	4373
88847-05-6	10150
88847-89-6	40304
88870-99-9	38541
88889-14-9	5164
88899-02-9	901
88899-55-2	22689
88899-60-9	38235
88899-61-0	38229
88899-62-1	2614
88903-69-9	131784
88903-77-9	6110
88937-61-5	10095
89-00-9	16675
89-02-1	53070
89-05-4	45165
89-25-8	31530
89-31-6	112
89-45-2	134899
89-46-3	135976
89-52-1	36555
89-57-6	6775
89-62-3	66920
89-65-6	51438
89-72-5	34303
89-73-6	45615
89-78-1	15409
89-78-1	76310
89-79-2	70479
89-80-5	36503
89-81-6	48933
89-82-7	35596
89-83-8	27607
89-83-8	133663
89-84-9	18414
89-95-2	27724
890-38-0	28997
89014-18-6	102719
89064-31-3	9518
89124-41-4	37551
89139-41-3	77036
89139-42-4	135904
89157-12-0	64493
89160-66-7	84914
89178-08-5	64166
89194-77-4	135371
892-20-6	30537
892-21-7	34345
892-48-8	47133
89213-87-6	135914
89226-50-6	135849
89226-75-5	31800
89269-64-7	81844
89270-23-5	140171
89270-25-7	140152
89270-28-0	140154
89289-91-8	4536
89304-26-7	30926
89315-60-6	60722
89318-81-0	138120
89318-82-1	138129
89354-48-3	2747
89354-49-4	2748
89365-50-4	9011
89365-50-4	64064
89371-37-9	135654
89396-94-1	31691
894-71-3	7641
89419-40-9	135775
89497-67-6	84004
89550-93-6	29694
89565-68-4	32269
89647-79-0	9240
89663-86-5	6498
89664-18-6	180847
89664-20-0	521391
89672-11-7	135030
89687-39-8	17804
897-06-3	40799
897-15-4	31519
897-46-1	9507
89701-85-9	3094
89701-95-1	5842
89778-26-7	9635
89778-27-8	9636
89783-61-9	3869
89784-60-1	38876
89785-84-2	85192
89786-04-9	9421
89786-84-5	67915
89796-99-6	31159
89797-00-2	135893
898531-99-2	63080
898537-18-3	134725
89871-78-3	3883
89873-30-3	44692
89873-36-9	17448
89886-42-0	80447
89886-42-0	89388
89943-82-8	135078
89946-08-7	52348
89987-06-4	9598
90-00-6	34275
90-01-7	16464
90-02-8	16008
90-04-0	82288
90-05-1	28591
90-12-0	50717
90-15-3	10319
90-18-6	8695
90-19-7	74992
90-22-2	32288
90-24-4	10070
90-27-7	86545
90-29-9	8602
90-30-2	34876
90-33-5	17224
90-34-6	8405
90-39-1	28827
90-43-7	17043
90-44-8	33835
90-45-9	74789
90-47-1	37647
90-49-3	31989
90-50-6	566519
90-54-0	135389
90-64-2	32800
90-64-2	35825
90-69-7	48723
90-74-4	27522
90-80-2	16217
90-82-4	51209
90-84-6	4530
90-89-1	4527
90-94-8	82347
90-98-2	27519
900-95-8	81918
9000-07-1	3435
9000-11-7	31357
9000-11-7	85146
9000-69-5	17309
9000-70-8	5291
9001-26-7	8583
9001-29-0	4964
9001-31-4	5054
9001-59-6	17452
9002-04-4	9574
9002-05-5	3783
9002-07-7	9765
9002-18-0	2509
9002-60-2	3892
9002-61-3	81570
9002-62-4	81580
9002-67-9	81568
9002-68-0	81569
9002-71-5	81567
9002-72-6	37845
9002-81-7	53421
9002-84-0	53251
9002-86-2	53243
9002-88-4	53227
9002-89-5	17246
9002-92-0	31765
9002-93-1	9750
9003-01-4	51133
9003-04-7	53269
9003-05-8	51135
9003-07-0	53550
9003-09-2	53252
9003-17-2	53320
9003-20-7	32028
9003-21-8	53780
9003-22-9	82549
9003-27-4	53725
9003-28-5	53358
9003-29-6	53358
9003-39-8	53248
9003-42-3	53221
9003-47-8	53245
9003-49-0	53317
9003-53-6	53276
9003-54-7	82568
9003-55-8	82570
9003-63-8	53321
9003-69-4	53569
9003-99-0	8027
90035-08-8	81894
90039-80-8	29505
9004-10-8	5931
9004-34-6	18246
9004-38-0	31386
9004-51-7	82477
9004-53-9	28675
9004-54-0	52071
9004-61-9	16336
9004-62-0	85249
9004-65-3	30618
9004-66-4	78291
9004-67-5	53448
9004-70-0	53325
9004-74-4	53449
9004-99-3	32027
9005-25-8	28017
9005-32-7	17548
9005-38-3	53311
9005-49-6	28304
9005-53-2	6457
9005-64-5	53424
9005-65-6	53426
9005-66-7	53423
9005-67-8	53425
9005-79-2	28087
9005-80-5	15443
9005-82-7	28102
9005-84-9	84395
900528-62-3	52677
9006-04-6	53405
9006-42-2	81539
9006-65-9	31498
9007-12-9	3306
9007-28-7	37397
9007-43-6	18070
9007-49-2	16991
9007-92-5	5391
9008-02-0	5656
9008-22-4	6364
9008-37-1	17423
9009-54-5	82586
9009-86-3	8852
90098-04-7	93814
901-44-0	34577
9010-98-4	53724
90101-16-9	76133
9011-04-5	5699
9011-06-7	82130
9011-14-7	53205
9012-09-3	53498
9012-36-6	2511
9012-76-4	16261
9013-95-0	28796
9013-95-0	16703
901309-41-9	68785
901309-46-4	68786
901309-48-6	68699
901309-50-0	68700
90134-59-1	81961
90139-06-3	81005
9014-02-2	29655
9014-25-9	17843
9014-63-5	15447
9014-63-5	37166
9016-87-9	82567
901851-43-2	16446
902-00-1	78021
902-04-5	16192
90214-81-6	63014
902143-01-5	79033
90232-54-5	63026
90243-66-6	31864
902760-40-1	83213
9029-97-4	17984
90293-01-9	92338
90293-62-2	59354
903-71-9	34476
9030-21-1	18255
90319-06-5	85106
90341-45-0	136430
9035-39-6	18097
9035-42-1	4067
9035-43-2	16448
9035-99-8	17909
90350-40-6	135864
903565-83-3	136041
90357-06-5	3090
90357-06-5	91617
9036-66-2	27569
9037-22-3	28057
9037-91-6	37163
90370-29-9	82543
904-62-1	10025
9040-09-9	5017
9040-27-1	28427
9041-22-9	28793
9041-80-9	53631
9041-90-1	2718
9041-93-4	34582
90417-38-2	75399
9042-14-2	34674
90426-22-5	4316
9046-34-8	87040
9048-78-6	4065
90494-79-4	32302
905-96-4	52781
905-99-7	75491
9050-30-0	28815
9050-31-1	31678
9050-36-6	18398
9050-67-3	32134
9051-49-4	67101
90523-31-2	2952
90540-32-2	64008
90547-90-3	27408
90547-93-6	2936
90566-53-3	5134
9057-02-7	27941
906-33-2	16384
9060-10-0	28641
90605-98-4	5192
9061-63-6	7861
9062-07-1	37168
9064-57-7	37167
9064-67-9	3815
90664-32-7	8998
906673-24-3	134677
90685-01-1	34926
90717-03-6	84199
9072-19-9	5181
907204-31-3	83113
90729-43-4	31528
90736-23-5	61074
90745-17-8	8037
9076-44-2	41470
90779-69-4	135899
90780-52-2	72637
908-54-3	82615
9082-07-9	81720
90825-43-7	135906
909-14-8	65553
909-39-7	31936
90961-53-8	134747
90996-54-6	72590
91-08-7	53557
91-10-1	955
91-12-3	51994
91-16-7	59114
91-17-8	38853
91-18-9	27601
91-19-0	36616
91-20-3	16482
91-22-5	17362
91-23-6	48722
91-33-8	3047
91-40-7	34756
91-44-1	51938
91-53-2	77323
91-56-5	27539
91-57-6	50720
91-59-8	27878
91-63-4	132813
91-64-5	28794
91-75-8	84115
91-80-5	6820
91-81-6	9741
91-82-7	135334
91-84-9	6762
91-85-0	104017
91-93-0	82451
91-94-1	82315
91-95-2	90994
910-86-1	135637
91032-26-7	85251
91032-34-7	34995
91032-36-9	34996
91032-37-0	34997
91032-38-1	34998
910457-10-2	65785
910459-01-7	66513
910487-58-0	131358
91061-68-6	64441
