CAS	CHEBI
7402-17-7	65228
74045-97-9	8617
74050-20-7	135746
74050-97-8	31664
74050-98-9	6123
74051-80-2	81815
74061-78-2	9149
74070-46-5	137374
741-58-2	81899
74103-06-3	6129
74103-07-4	6130
74115-10-9	64002
74115-24-5	39315
7412-77-3	15435
7412-78-4	73801
7413-36-7	134921
7414-83-7	4906
7414-92-8	32212
74150-27-9	32003
74156-49-3	9208
7416-34-4	6965
7416-57-1	84872
74161-24-3	63
74161-27-6	2373
74175-82-9	4019
7418-61-3	15710
74191-85-8	4708
74198-15-5	131792
742-20-1	91686
74202-10-1	9881
742049-41-8	85978
742092-03-1	134736
7421-40-1	31351
742112-33-0	131196
74222-97-2	9348
74223-56-6	82042
74223-64-6	39678
7423-31-6	52273
7423-93-0	53678
74235-23-7	38158
74235-24-8	19274
7424-15-9	90447
7424-35-3	37754
74243-01-9	80702
74258-86-9	31182
7426-07-5	9473
7428-99-1	84225
7429-90-5	28984
7429-90-5	33629
7429-90-5	49470
7429-91-6	33377
7429-92-7	33393
74311-48-1	132622
7432-24-8	89582
7432-25-9	135090
7432-28-2	80900
743420-02-2	135918
74356-00-6	34617
74365-74-5	65778
7438-46-2	77181
74381-53-6	63597
74389-68-7	44811
74389-69-8	52450
7439-88-5	49666
7439-89-6	18248
7439-89-6	82664
7439-90-9	49696
7439-91-0	33336
7439-92-1	27889
7439-92-1	49807
7439-93-2	30145
7439-93-2	30146
7439-93-2	49713
7439-94-3	33382
7439-95-4	25107
7439-96-5	18291
7439-96-5	29035
7439-96-5	35154
7439-97-6	16170
7439-97-6	16793
7439-97-6	25195
7439-98-7	28685
7439-99-8	33387
74397-12-9	135594
7440-00-8	33372
7440-01-9	33310
7440-01-9	49993
7440-02-0	28112
7440-03-1	33344
7440-04-2	30687
7440-05-3	33363
7440-06-4	33364
7440-06-4	33400
7440-07-5	33388
7440-08-6	33313
7440-09-7	26216
7440-10-0	49828
7440-11-1	33395
7440-12-2	33373
7440-13-3	33386
7440-14-4	33325
7440-15-5	49882
7440-16-6	33359
7440-17-7	33322
7440-18-8	30682
7440-19-9	33374
7440-20-2	33330
7440-21-3	27573
7440-21-3	30584
7440-22-4	9141
7440-22-4	30512
7440-22-4	49468
7440-23-5	26708
7440-24-6	33324
7440-24-6	35104
7440-25-7	33348
7440-26-8	33353
7440-27-9	33376
7440-28-0	30440
7440-28-0	37117
7440-29-1	33385
7440-30-4	33380
7440-31-5	27007
7440-31-5	32990
7440-32-6	33341
7440-33-7	27998
7440-33-7	30517
7440-34-8	33337
7440-35-9	33389
7440-36-0	30304
7440-36-0	49867
7440-37-1	49474
7440-37-1	49475
7440-38-2	27563
7440-38-2	35828
7440-38-2	47217
7440-39-3	32595
7440-39-3	37136
7440-40-6	33391
7440-41-7	30501
7440-41-7	30502
7440-41-7	33783
7440-41-7	33787
7440-42-8	27560
7440-42-8	30168
7440-42-8	33609
7440-43-9	22977
7440-44-0	27594
7440-44-0	33415
7440-45-1	33369
7440-46-2	30514
7440-47-3	28073
7440-47-3	49544
7440-48-4	27638
7440-48-4	48828
7440-50-8	28694
7440-50-8	29036
7440-50-8	30052
7440-51-9	33390
7440-52-0	33379
7440-53-1	32999
7440-54-2	33375
7440-55-3	30427
7440-55-3	49631
7440-56-4	30441
7440-56-4	30443
7440-56-4	30550
7440-57-5	29287
7440-57-5	30050
7440-57-5	49482
7440-58-6	33343
7440-59-7	30217
7440-59-7	33681
7440-60-0	49648
7440-61-1	27214
7440-62-2	27698
7440-62-2	35170
7440-62-2	49948
7440-63-3	49957
7440-63-3	49956
7440-64-4	33381
7440-65-5	33331
7440-66-6	27363
7440-66-6	30185
7440-67-7	33342
7440-68-8	30415
7440-68-8	30416
7440-69-9	30421
7440-69-9	33301
7440-69-9	85545
7440-70-2	22984
7440-70-2	29320
7440-71-3	33392
7440-72-4	33394
7440-73-5	33323
7440-74-6	30430
74410-74-5	9374
74411-19-1	132332
74431-23-5	51799
74431-52-0	137433
7444-29-3	15638
74443-60-0	34198
74443-64-4	34196
7446-09-5	18422
7446-11-9	29384
7446-18-6	81836
7446-20-0	32312
7446-70-0	30114
74465-19-3	17816
74469-00-4	2677
7447-39-4	49553
7447-40-7	32588
7447-41-8	48607
74472-37-0	81519
7448-02-4	18364
74483-60-6	3417
7449-02-7	61126
745-62-0	28852
745-64-2	36075
745-65-3	15544
74509-14-1	59973
74512-12-2	135685
74513-62-5	136027
74515-47-2	3917
74517-78-5	135314
7452-79-1	88452
74525-43-2	29060
74542-16-8	5405
7456-24-8	135616
74563-64-7	47770
74581-83-2	91268
7460-74-4	87323
7460-84-6	82470
74609-46-4	39319
74622-75-6	84037
74626-31-6	80916
74630-40-3	132846
74635-33-9	30109
74635-96-4	5715
74639-40-0	31513
74642-79-8	131503
74645-98-0	84280
7471-73-0	2082
74711-43-6	32306
74712-19-9	34590
74713-60-3	72956
7473-90-7	51515
74738-17-3	34759
747412-49-3	83656
74743-50-3	80803
7475-11-8	37491
74758-60-4	29700
74764-40-2	52715
74772-68-2	81004
74772-77-3	64227
74782-23-3	82027
74806-75-0	81035
7481-49-4	87104
7481-89-2	10101
74812-63-8	81386
74813-86-8	69143
74841-69-3	88515
74847-35-1	135951
74849-93-7	31377
74863-84-6	94385
7487-88-9	32599
7487-94-7	31823
74872-89-2	89315
7488-56-4	135934
7488-99-5	35147
74885-09-9	48292
74886-32-1	68789
74886-61-6	47805
74892-97-0	84969
749-02-0	9233
749-13-3	135662
7491-10-3	34720
7491-74-9	32010
74913-18-1	4727
7492-32-2	6043
7493-90-5	26981
7493-90-5	48300
7493-95-0	546840
7496-02-8	82351
74988-01-5	31339
74991-71-2	5858
74991-91-6	66699
75-00-3	47554
75-01-4	28509
75-02-5	51314
75-03-6	42487
75-04-7	15862
75-05-8	38472
75-07-0	15343
75-09-2	15767
75-10-5	47855
75-12-7	16397
75-13-8	29202
75-15-0	23012
75-18-3	17437
75-19-4	30365
75-21-8	27561
75-25-2	38682
75-27-4	34591
75-28-5	30363
75-31-0	15739
75-33-2	8474
75-34-3	81599
75-35-4	34031
75-36-5	37580
75-38-7	82550
75-44-5	29365
75-45-6	82417
75-46-7	41550
75-47-8	37758
75-50-3	18139
75-52-5	77701
75-55-8	82340
75-56-9	38685
75-57-0	7070
75-60-5	48765
75-64-9	44639
75-65-0	45895
75-69-4	48236
75-73-0	38825
75-74-1	30183
75-75-2	27376
75-76-3	85361
75-77-4	85069
75-80-9	135170
75-85-4	132750
75-86-5	15348
75-87-6	48814
75-88-7	82423
75-89-8	42330
75-91-2	64090
75-93-4	17760
75-98-9	45133
75-99-0	81859
75018-70-1	135844
75056-11-0	136421
7507-89-3	28758
75084-29-6	53106
75088-80-1	66666
751-03-1	7713
751-84-8	52151
751-96-2	3946
751-97-3	63334
75102-75-9	85785
7512-17-6	28009
7512-17-6	506227
7517-36-4	132609
75176-37-3	82602
7518-22-1	67975
7518-35-6	136005
75184-71-3	80620
7519-36-0	82515
752-56-7	32097
752-61-4	28143
75207-67-9	67677
75225-51-3	82985
752253-39-7	34969
75239-91-7	137921
7527-94-8	135540
75272-39-8	31899
75272-39-8	64219
75277-39-3	46758
7529-22-8	52093
75290-51-6	49163
7530-07-6	25644
75303-44-5	8254
7531-52-4	21374
7532-39-0	15537
75321-20-9	82456
75330-75-5	40303
753440-91-4	94552
75345-27-6	32025
753498-25-8	68573
7535-00-4	60312
7536-55-2	3146
75375-44-9	3412
754-91-6	138089
7540-51-4	88
7540-64-9	17111
7540-67-2	16288
7540-70-7	63864
7541-49-3	17327
7541-59-5	48299
75412-98-5	2245
75414-16-3	14648
7542-37-2	7934
75437-14-8	135196
75438-57-2	7009
75443-99-1	31171
7548-13-2	36969
7549-37-3	132331
75498-96-3	31371
7550-35-8	63042
755037-03-7	68647
75504-34-6	63825
7553-56-2	17606
75530-68-6	31911
7554-65-6	5141
75558-03-1	28405
75558-90-6	92913
75567-37-2	66913
7558-79-4	34683
7558-80-7	37585
756-09-2	82013
75607-67-9	63599
75614-87-8	73337
7562-61-0	38320
7562-87-0	17059
75621-03-3	1418
75626-99-2	135751
75629-19-5	6146
7563-37-3	32362
75635-18-6	87042
75645-22-6	15949
75645-23-7	18054
75650-93-0	28245
75656-91-6	9291
75659-07-3	94471
75659-08-4	31494
75679-31-1	55341
7568-93-6	16343
75680-27-2	7600
75684-07-0	3171
75685-85-7	75577
75693-75-3	131502
75695-93-1	6073
75696-02-5	59514
75706-12-6	6402
75715-89-8	15650
7572-29-4	4503
75736-33-3	4506
75738-58-8	31370
75747-14-7	64153
7578-25-8	61357
758-10-1	46799
7580-59-8	30799
7580-67-8	30146
75808-00-3	138391
75808-01-4	138384
75821-71-5	76167
75847-73-3	4784
7585-39-9	495055
75871-96-4	2929
75881-82-2	8489
75887-54-6	135335
75898-90-7	34536
75899-68-2	58968
759-05-7	16530
759-06-8	86347
759-65-9	16879
759-73-9	23995
759-94-4	4738
75912-25-3	84597
75921-69-6	136034
75938-34-0	34436
75946-40-6	75016
75947-54-5	34048
75969-83-4	715
76-01-7	76287
76-03-9	30956
76-05-1	45892
76-06-2	39285
76-09-5	131185
76-16-4	32905
76-19-7	31980
76-20-0	134987
76-21-1	38399
76-22-2	15396
76-22-2	36773
76-23-3	134977
76-25-5	71418
76-28-8	37665
76-38-0	6843
76-41-5	7865
76-42-6	7852
76-43-7	5120
76-44-8	34785
76-45-9	8596
76-47-1	50851
76-50-6	80797
76-53-9	9938
76-54-0	51596
76-57-3	16714
76-58-4	4902
76-59-5	86155
76-65-3	135320
76-66-4	70069
76-68-6	134951
76-73-3	9073
76-74-4	7983
76-75-5	102166
76-77-7	7512
76-78-8	8692
76-80-2	9442
76-87-9	30473
76-90-4	6753
76-93-7	39414
76-94-8	134900
76-99-3	6807
760-54-3	70747
760-78-1	19475
760-78-1	28804
7600-22-8	48842
7601-54-9	37583
7601-55-0	6901
7601-89-0	132103
7601-90-3	29221
76012-17-4	31250
76014-80-7	66879
76014-81-8	82569
76014-82-9	82588
76014-83-0	82576
76034-18-9	31056
76040-29-4	29592
76045-40-4	9060
76045-49-3	3186
76045-50-6	3185
76045-71-1	29507
76060-17-8	137822
76069-32-4	67810
76076-04-5	7055
7608-44-8	65439
76081-94-2	17020
76082-65-0	53457
76089-59-3	52000
76093-36-2	135777
760937-92-6	136042
76095-16-4	4785
761-89-7	2600
76109-04-1	10956
7611-43-0	6594
7614-21-3	24229
761423-87-4	134724
76144-81-5	131843
7618-86-2	134764
76180-96-6	42725
76193-60-7	2374
76197-35-8	51293
762-04-9	41962
7620-28-2	37025
76202-00-1	6092
76224-58-3	38156
76236-89-0	5271
7625-23-2	27550
76280-91-6	83341
763-10-0	17211
763-32-6	62898
763-89-3	138388
7631-86-9	30563
7631-90-5	26709
7631-95-0	75215
7631-99-4	63005
763113-22-0	83766
7632-00-0	78870
7632-05-5	37586
76326-31-3	138644
7633-29-6	8622
7633-68-3	132628
7633-69-4	3852
76330-71-7	2613
76338-50-6	47812
7634-42-6	25189
76343-23-2	75657
76343-93-6	69136
76343-94-7	49703
7636-26-2	82913
7637-07-2	33093
764-22-7	16566
764-39-6	61722
764-52-3	43978
764-65-8	17128
764-67-0	65101
764-89-6	79162
764-93-2	87322
76402-66-9	69565
7642-58-2	34183
7642-64-0	31894
76420-72-9	4786
76421-73-3	52158
7643-75-6	18403
76433-29-9	52099
76448-31-2	135098
7646-79-9	35696
7646-85-7	49976
7647-01-0	17883
7647-10-1	53434
7647-14-5	26710
7647-15-6	63004
7647-17-8	63039
7647-19-0	30202
7647-63-4	135995
76470-66-1	47544
76472-87-2	6147
7648-98-8	2627
76497-13-7	51770
765-04-8	131330
765-17-3	41200
765-30-0	34660
765-34-4	82332
765-87-7	41674
7651-86-7	20469
76525-09-2	3477
7654-03-7	134978
76540-48-2	8182
76543-15-2	81555
76543-88-9	5937
76547-98-3	43755
76568-02-0	134972
7657-50-3	79998
76578-12-6	81943
76578-14-8	81807
7658-08-4	28140
7658-08-4	42606
76584-70-8	4667
7659-95-2	3080
765922-62-1	76611
766-09-6	39017
766-76-7	16150
766-93-8	17945
7660-25-5	41005
76608-88-3	82255
76610-84-9	135856
7664-38-2	26078
7664-39-3	29228
7664-41-7	16134
7664-93-9	26836
76648-01-6	31365
7665-99-8	16356
76674-21-0	81923
76693-50-0	6385
767-00-0	38622
767-81-7	17185
76704-78-4	4669
76706-55-3	25461
76712-82-8	5739
76721-89-6	9568
76726-99-3	136994
76738-62-0	73162
76778-22-8	64093
7678-85-5	27479
76799-83-2	38435
768-91-2	39004
768-94-5	2618
7681-11-0	8346
7681-14-3	8381
7681-49-4	28741
7681-52-9	32146
7681-55-2	81708
7681-57-4	114786
7681-79-0	134847
7681-80-3	134707
7681-82-5	33167
7681-93-8	7488
7682-65-7	9514
76823-03-5	51617
76824-35-6	4975
7683-59-2	64317
76836-02-7	63055
76844-67-2	9582
7689-03-4	27656
76890-93-2	65501
769-49-3	27838
769-61-9	25147
769-78-8	84279
7690-51-9	25863
76907-79-4	10075
76918-93-9	3004
76924-93-1	32348
76924-95-3	29640
7693-26-7	32589
76932-56-4	7445
76939-52-1	57584
76939-53-2	58601
76939-73-6	37118
7694-45-3	36999
76948-72-6	3740
7695-70-7	73961
7695-91-2	32321
76956-02-0	6550
7696-12-0	39397
76961-04-1	57540
76963-41-2	7601
7697-37-2	48107
7699-35-6	30818
7699-41-4	29379
7699-43-6	53479
77-02-1	2791
77-03-2	81302
77-04-3	94590
77-06-5	28833
77-07-6	6444
77-09-8	34914
77-10-1	8058
77-12-3	135683
77-15-6	135074
77-16-7	8274
77-19-0	4514
77-20-3	135075
77-21-4	5439
77-22-5	135204
77-23-6	94484
77-26-9	102524
77-27-0	9536
77-28-1	134884
77-36-1	3654
77-37-2	8448
77-38-3	135288
77-39-4	59692
77-40-7	34581
77-41-8	6846
77-42-9	10441
77-46-3	139474
77-51-0	134996
77-52-1	9908
77-53-2	10217
77-59-8	9629
77-60-1	9595
77-65-6	134961
77-66-7	135155
77-67-8	4887
77-73-6	34695
77-75-8	134752
77-77-0	53729
77-78-1	59050
77-86-1	9754
77-92-9	30769
77-95-2	17521
7700-17-6	82110
7704-34-9	17909
7704-34-9	16136
7704-34-9	26833
77044-73-6	21848
7705-08-0	30808
7705-14-8	15384
77053-06-6	6140
77058-74-3	41633
7706-67-4	134913
770691-21-9	68841
77074-49-8	53508
77086-21-6	34725
77094-11-2	82338
771-16-4	27039
771-50-6	24809
771-51-7	17566
7711-39-9	51581
77110-54-4	84895
77111-06-9	134603
7712-50-7	135096
7713-69-1	84267
77136-31-3	44576
77156-16-2	2537
77156-18-4	2534
77160-83-9	63596
77164-20-6	134973
77165-74-3	134627
77175-51-0	3920
7718-54-9	34887
77181-69-2	32152
77182-69-5	9681
7719-09-7	29290
7719-12-2	30334
77191-36-7	135004
7720-24-3	57673
7720-78-7	75832
77209-77-9	134619
7722-44-3	59064
7722-76-1	62982
7722-84-1	16240
7722-86-3	29286
7722-88-5	71240
77220-86-1	90005
77224-08-9	50675
7723-14-0	28659
7723-14-0	30207
7724-73-4	33984
7724-76-7	62881
7726-95-6	29224
77263-07-1	2367
77263-11-7	2368
77263-12-8	2369
7727-37-9	17997
7727-43-7	133326
7727-73-3	32586
7728-40-7	222828
77286-90-9	73837
77287-05-9	135498
7729-20-6	133040
7729-23-9	70074
773-76-2	59477
7731-02-4	39032
7732-18-5	15377
7732-18-5	29375
77327-05-0	68856
7733-02-0	35176
77337-73-6	51042
77337-76-9	51041
7735-38-8	79166
77360-52-2	140116
77370-02-6	6543
77377-52-7	85060
7738-94-5	33143
773855-60-0	133846
773855-63-3	133847
773855-65-5	133779
77394-27-5	9128
774-40-3	38750
774-65-2	34034
77410-37-8	6531
7743-94-4	131424
77439-76-0	82299
77440-13-2	28643
77444-40-7	75301
77458-01-6	38876
774603-04-2	34125
77469-50-2	89878
77469-51-3	90022
775-01-9	27637
77500-04-0	76604
77501-60-1	81921
77521-29-0	34018
7753-60-8	31215
775304-57-9	94805
7755-01-3	76237
77550-86-8	81036
7756-96-9	86192
7757-79-1	63043
7757-82-6	32149
7757-83-7	86477
7757-93-9	32596
7758-01-2	38211
7758-02-3	32030
7758-11-4	131527
7758-19-2	78667
7758-23-8	35433
7758-87-4	9679
7758-89-6	53472
7758-94-3	30812
7758-95-4	88212
7758-97-6	86257
7758-98-7	23414
7758-99-8	31440
7759-35-5	135563
776-86-3	81484
7761-88-8	32130
7763-65-7	5729
7763-77-1	29129
77639-66-8	8415
7764-50-3	23733
77667-08-4	88456
77667-09-5	63966
77671-31-9	135010
77679-27-7	135997
7768-28-7	64803
7769-79-1	63776
77690-83-6	134480
777-11-7	5614
7770-78-7	79
77715-45-8	88775
7772-37-4	135065
7772-94-3	63154
7772-98-7	132112
7772-99-8	78067
7773-01-5	63041
7773-06-0	81950
7773-34-4	34701
7773-52-6	32914
7773-60-6	34702
77732-09-3	81937
7774-29-0	49659
7774-34-7	91243
77744-53-7	67371
7775-09-9	65242
7775-11-3	78671
7775-14-6	66870
7775-19-1	75227
7775-41-9	30340
7776-48-9	28120
7776-48-9	37725
7778-18-9	31346
7778-39-4	18231
7778-43-0	91256
7778-44-1	81880
7778-50-9	53444
7778-54-3	31342
7778-77-0	63036
7778-80-5	32036
77785-12-7	18029
77793-42-1	3300
7782-24-3	48527
7782-26-5	43035
7782-39-0	29294
7782-40-3	33417
7782-41-4	24061
7782-41-4	30236
7782-42-5	33418
7782-44-7	15379
7782-44-7	26689
7782-49-2	27568
7782-49-2	36904
7782-50-5	29310
7782-63-0	75836
7782-65-2	30443
7782-68-5	24857
7782-77-6	25567
7782-79-8	29449
7782-91-4	25371
7782-94-7	29273
7782-99-2	48854
7783-00-8	26642
7783-03-1	36272
7783-05-3	29211
7783-06-4	16136
7783-07-5	16503
7783-08-6	18170
7783-09-7	49907
7783-20-2	62946
7783-28-0	63051
7783-33-7	51568
7783-41-7	30494
7783-44-0	47866
7783-47-3	135933
7783-54-2	30231
7783-55-3	30205
7783-59-7	37186
7783-60-0	30495
7783-77-9	30708
7783-79-1	30434
7783-80-4	30469
7783-81-5	30235
7783-85-9	76181
7783-90-6	30341
7784-13-6	30115
7784-18-1	49464
7784-21-6	30136
7784-24-9	86465
7784-31-8	74779
7784-34-1	63952
7784-36-3	30530
7784-40-9	81881
7784-42-1	47217
7784-46-5	29678
77844-93-0	4919
7785-20-8	86149
7785-26-4	28660
7785-53-7	300
7785-70-8	28261
7785-87-7	86360
7786-30-3	6636
7786-34-7	38725
7786-61-0	42438
7786-81-4	53001
7787-20-4	4999
7787-20-4	36612
7787-47-5	62843
7787-49-7	49499
7787-52-2	33787
7787-56-6	53502
7787-62-4	30426
77883-43-3	4709
7789-00-6	75249
7789-20-0	41981
7789-23-3	66872
7789-31-3	49382
7789-38-0	75229
7789-41-5	31338
7789-47-1	49639
7789-75-5	35437
7789-77-7	4496
779-03-3	50472
7790-28-5	75226
7790-58-1	75248
7790-69-4	63315
7790-78-5	63938
7790-84-3	86157
7790-86-5	35458
7790-89-8	30121
7790-91-2	30123
7790-92-3	24757
7790-93-4	17322
7791-11-9	78672
7791-12-0	37117
7791-13-1	53503
7791-18-6	86345
7791-20-0	53542
7791-21-1	30198
7791-25-5	29291
77944-88-8	52104
77968-44-6	51401
77979-22-7	50118
77996-03-3	8918
77996-04-4	7018
78-00-2	30182
78-11-5	25879
78-12-6	135877
78-28-4	134769
78-34-2	81364
78-40-0	45927
78-41-1	135714
78-44-4	3419
78-48-8	38737
78-51-3	35038
78-57-9	82140
78-59-1	34800
78-69-3	84242
78-70-6	17580
78-78-4	30362
78-79-5	35194
78-81-9	15997
78-82-0	28638
78-83-1	46645
78-84-2	48943
78-87-5	82163
78-90-0	30630
78-92-2	35687
78-93-3	28398
78-94-4	48058
78-95-5	47220
78-96-6	19030
78-98-8	17158
7801-18-5	34139
7801-32-3	79437
78028-01-0	138839
7803-49-8	15429
7803-51-2	30278
7803-52-3	30288
7803-57-8	35511
7803-58-9	29368
7803-60-3	29263
7803-62-5	29389
7803-68-1	30461
78078-85-0	81615
78092-53-2	51251
78094-12-9	48834
78110-38-0	161680
78111-17-8	44658
78113-36-7	32106
78123-71-4	272
781661-94-7	139608
78173-89-4	31244
78173-95-2	64336
78185-48-5	16546
78186-34-2	88337
78214-33-2	77147
78244-73-2	52551
782500-75-8	136045
78263-90-8	31085
78266-06-5	135608
78281-02-4	139030
78281-72-8	75922
78306-12-4	6357
78313-84-5	1220
78338-22-4	52294
78355-49-4	64330
78370-13-5	34736
78370-21-5	82238
78411-76-4	8882
78413-55-5	5961
78415-72-2	50693
78420-16-3	131501
78439-06-2	3509
78473-71-9	81555
78491-02-8	136014
78499-27-1	135248
78549-61-8	17685
78587-05-0	39326
78587-05-0	39328
78590-17-7	32148
786-19-6	82107
78609-06-0	25242
78609-12-8	37557
78609-14-0	37556
78613-35-1	599440
78613-38-4	59649
78628-28-1	94758
78628-80-5	77614
78649-41-9	31710
78664-73-0	135486
78693-94-4	9210
78697-56-0	34824
787-84-8	38453
787-93-9	6342
78708-33-5	81163
78712-43-3	31954
78718-25-9	31258
78751-58-3	81619
78755-81-4	5103
78763-54-9	22966
78774-26-2	34944
78782-15-7	7919
78791-79-4	29604
78821-76-8	138589
78824-30-3	5276
78834-97-6	9416
78836-99-4	2606
78853-39-1	135365
78897-52-6	34813
789-02-6	34027
789-07-1	82506
78919-13-8	63916
78919-26-3	43419
78950-78-4	73364
78954-23-1	66033
78963-40-3	64796
78964-85-9	5162
78967-07-4	31860
79-00-5	36018
79-01-6	16602
79-02-7	34214
79-04-9	34624
79-05-0	45422
79-06-1	28619
79-09-4	30768
79-10-7	18308
79-11-8	27869
79-14-1	17497
79-16-3	87321
79-17-4	40618
79-20-9	77700
79-24-3	16268
79-31-2	16135
79-33-4	422
79-34-5	36026
79-36-7	34688
79-39-0	51759
79-41-4	25219
79-42-5	47872
79-43-6	36386
79-44-7	82280
79-45-8	83061
79-46-9	16037
79-54-9	29615
79-55-0	94718
79-57-2	27701
79-61-8	135670
79-62-9	28113
79-63-0	16521
79-64-1	4606
79-69-6	10284
79-76-5	49250
79-77-6	32325
79-80-1	132246
79-81-2	17616
79-83-4	46905
79-92-5	3830
79-93-6	134889
79-94-7	33217
79-95-8	35004
79-97-0	34321
790-69-2	135348
790299-79-5	63450
79032-48-7	77702
79039-46-6	37273
79057-45-7	81061
79057-46-8	91030
79067-61-1	50616
79067-75-7	68323
79082-92-1	28602
791-28-6	36601
791-31-1	35035
791-35-5	135207
791115-04-3	32189
79127-57-4	18356
79127-80-3	5009
79171-49-6	28325
79186-83-7	59161
79197-21-0	8422
79199-51-2	34319
79220-32-9	63333
79241-46-6	132964
79277-27-3	83453
79277-67-1	132053
79307-93-0	2951
79324-70-2	51833
79350-37-1	472657
79371-66-7	31133
79394-47-1	50130
794-93-4	82366
79404-91-4	315019
79416-27-6	60641
79416-52-7	81030
794466-70-9	135956
79466-09-4	31057
79473-24-8	52680
79484-89-2	37660
79486-49-0	34950
79491-59-1	4924
79495-87-7	80021
79495-90-2	67466
795-13-1	135301
79516-68-0	135679
79516-82-8	15646
79538-32-2	9430
79538-32-2	78107
79540-50-4	81790
79547-78-7	31777
79549-26-1	75220
79551-84-1	76966
79551-85-2	34185
79551-85-2	63998
79551-86-3	34306
79559-60-7	66034
79559-97-0	9124
79560-36-4	6555
79570-19-7	51157
79580-28-2	80770
79592-91-9	132638
796-66-7	40101
79617-96-2	9123
79620-69-2	5630
79622-59-6	81843
79638-16-7	80954
79645-38-8	75268
79647-29-3	43120
79660-72-3	31810
796967-10-7	131947
796967-16-3	91435
797-63-7	6443
797-64-8	50900
79714-31-1	32101
79748-81-5	82329
79770-24-4	31715
79778-02-2	55526
79778-41-9	135145
79781-00-3	135558
79786-00-8	3461
79786-01-9	3462
79786-08-6	9433
79794-75-5	6538
79804-71-0	65307
79808-98-3	9946
79831-76-8	27860
79874-76-3	135122
79881-33-7	34248
79886-49-0	27395
79886-50-3	17527
79902-63-9	9150
79916-77-1	5160
799247-52-2	83261
79944-58-4	5862
79952-42-4	79034
79982-56-2	30792
79983-71-4	81766
80-03-5	135300
80-05-7	33216
80-06-8	82154
80-08-0	4325
80-09-1	34372
80-15-9	78673
80-26-2	32320
80-32-0	59057
80-33-1	82155
80-35-3	102516
80-38-6	82160
80-46-6	35096
80-49-9	50373
80-50-2	2739
80-56-8	36740
80-59-1	9592
80-62-6	34840
80-68-2	26986
80-69-3	16513
80-74-0	135975
80-75-1	16076
80-77-3	3619
80-78-4	28374
80-80-8	135557
80-92-2	8387
80-97-7	86570
80-99-9	17168
800-24-8	82394
800-73-7	28846
8000-95-1	32140
80003-63-0	27714
80003-64-1	138170
8001-35-2	77850
8001-50-1	82539
8001-54-5	3020
8001-58-9	82278
80012-14-2	51695
80012-43-7	51032
8002-43-5	16110
8002-43-5	49183
8002-89-9	32214
8003-34-7	39098
8004-86-2	88205
80054-37-1	64238
80054-40-6	64239
80060-09-9	39299
80081-06-7	59441
80082-09-3	59056
8011-61-8	29701
80111-47-3	29516
80115-95-3	7210
80125-14-0	92948
80135-33-7	7736
80151-77-5	9782
80164-20-1	79074
8017-16-1	52641
8018-01-7	52492
80180-26-3	73370
80195-36-4	140109
802-31-3	28031
80210-62-4	3504
80214-83-1	48935
80220-30-0	9780
80226-00-2	81556
80234-20-4	80556
8025-81-8	85260
80262-44-8	51432
8028-36-2	9584
80286-58-4	63749
80287-15-6	6777
8031-67-2	78665
8031-72-9	4044
80311-28-0	10092
80312-32-9	70736
80348-65-8	4748
80373-22-4	75401
80382-23-6	31786
80387-96-8	135397
804-10-4	135525
804-30-8	135636
804-36-4	82516
804-63-7	52250
80418-24-2	77149
80433-71-2	63606
80434-32-8	89219
80434-32-8	136724
80434-82-8	27562
8044-71-1	3565
80445-66-5	88493
80446-87-3	60948
80448-90-4	4727
80454-42-8	132788
8047-67-4	82530
80474-14-2	31441
8049-97-6	25179
8049-97-6	89634
80495-46-1	52068
805-63-0	80610
8050-81-5	9147
8052-42-4	82295
8055-33-2	31301
80573-04-2	267413
80576-83-6	135757
80589-23-7	53580
80621-81-4	75246
8063-07-8	6104
8064-12-8	31813
8064-90-2	3770
8065-29-0	6485
8065-36-9	82088
80651-76-9	9020
8066-07-7	32304
8066-49-7	31848
8067-24-1	34706
8068-28-8	34650
80680-43-9	80710
80681-42-1	2110
807-38-5	5108
80714-53-0	31744
80733-96-6	82560
80734-02-7	32287
80736-41-0	23051
8075-98-7	64944
80751-85-5	64001
80755-51-7	135576
808-26-4	135671
808-48-0	50782
80809-81-0	2340
808118-40-3	132774
80816-54-2	31046
80841-47-0	135753
80844-07-1	39348
80873-62-7	135522
80890-47-7	73167
80902-43-8	80701
80931-34-6	6137
80983-30-8	80622
80983-32-0	80623
80983-34-2	80621
80995-97-7	15408
80998-07-8	72442
81-04-9	30890
81-07-2	32111
81-13-0	27373
81-15-2	77320
81-23-2	31459
81-24-3	28865
81-25-4	16359
81-27-6	9112
81-33-4	52753
81-49-2	82304
81-54-9	8645
81-60-7	37479
81-61-8	37495
81-64-1	37487
81-67-4	8634
81-81-2	10033
81-82-3	80741
81-84-5	82246
81-88-9	52334
81-90-3	34915
81-92-5	135302
81-93-6	33601
81005-34-7	59423
81017-03-0	84149
81025-03-8	34810
81026-38-2	66585
81026-38-2	66586
81032-39-5	53572
81047-99-6	73288
81051-65-2	133122
81052-29-1	133129
81053-26-1	2822
81093-37-0	63618
81098-23-9	80065
81098-60-4	3720
81098-60-4	95129
811-49-4	51468
81103-11-9	3732
81110-73-8	91508
81120-73-2	80063
81120-74-3	80064
81129-83-1	59511
81131-70-6	8361
81135-57-1	29458
81147-92-4	4856
