Secondary	Primary
12518	15733
12519	15860
1252	30882
12520	16354
12521	16354
12522	18123
12523	16913
12524	17458
12525	17288
12526	17287
12527	15927
12528	16702
12529	17739
1253	30915
12530	28968
12531	41139
12533	15783
12534	28890
12535	15609
12536	16481
12537	15897
12538	28496
12539	28821
12540	28496
12541	16395
12542	16446
12547	17806
12548	17581
12549	16059
1255	28998
12550	16250
12551	16198
12552	17940
12553	16073
12554	16186
12555	51013
12556	51013
12557	18259
12558	16121
12559	17991
1256	17308
12560	17749
12561	18056
12562	16948
12563	17411
12564	15784
12565	17103
12566	16297
12567	16506
12568	18278
12569	17398
1257	28644
12570	16511
12571	16627
12572	15935
12573	17122
12574	16953
12575	44337
12576	16878
12577	16319
12578	18317
12579	35418
1258	18168
12580	15681
125804	27689
12581	18177
12582	17697
12583	16062
12584	16173
12585	15840
12586	52639
12587	17648
12588	17469
12589	16606
1259	15881
12590	36564
12591	17255
12592	51353
12593	32814
12594	17902
12595	17945
12596	18415
12597	17119
12598	15917
12599	17931
1260	30820
12600	16434
12601	16580
12602	28089
12603	17247
12604	15979
12605	29083
12606	36557
12607	30305
12608	16463
12609	15611
1261	16327
12610	17166
12611	15761
12612	18412
12613	18039
12614	16621
12615	17492
12616	15685
12617	17279
12618	17279
12619	18209
1262	33033
12620	17842
12621	17842
12622	16837
12623	18349
12624	16613
12625	17927
12626	17312
12627	28147
12628	17316
12629	16305
12630	17249
12631	15805
12632	17213
12633	15827
12634	16543
12635	18272
126351	3743
12636	15874
12637	17705
12638	16844
12639	32965
1264	16562
12640	16399
12641	17261
12642	17358
12643	32982
126431	4909
12644	32983
12645	32984
12646	32985
12647	17975
12648	16568
12649	17339
1265	32896
12650	16185
12651	17394
12652	17114
12653	17592
12654	16770
12655	18142
12656	15919
12657	15919
12658	17660
12659	15819
1266	16840
12660	16927
12661	15819
12662	17328
12663	17374
12664	17374
12665	17752
12666	16232
12667	17524
12668	15704
12669	17660
1267	17835
12670	16570
12671	17604
12672	17311
12673	15781
12674	16029
12675	30307
12676	18061
12677	28282
12678	32989
12679	29009
1268	17150
12680	17929
12681	17476
12682	36712
12683	18074
12684	16288
12685	17981
12686	15355
12687	17567
12688	17197
12689	15970
12690	16590
12691	18013
12692	17923
12693	15961
12694	17553
12695	15909
12696	16258
12697	16681
12698	16025
12699	16160
127	28660
1270	28652
12700	15509
12701	16038
12702	28936
12703	17265
12704	29043
12705	38266
12706	17438
12707	16644
12708	16921
12709	16288
1271	27976
12710	17981
12711	15960
12712	17387
12713	17161
12714	18293
12715	18358
127150	28593
12716	15973
12717	15961
127176	15854
12718	15811
12719	16212
1272	28905
12720	18132
12721	17988
12722	17800
12723	16160
12724	17981
12726	17422
12727	15883
12728	27775
12729	17422
1273	16068
12730	15883
127308	10023
12731	17165
12732	16531
12733	17577
12734	17736
12735	17468
12736	15510
12738	16807
12739	28228
12740	17853
12741	16680
12742	15414
12743	15625
12744	16882
12745	16163
12746	16225
12747	17010
12748	17163
12749	15880
1275	17872
12750	17575
12751	17432
12752	16457
12753	17491
12754	15479
127546	3994
12756	18126
12757	15414
12758	16490
12759	16680
1276	18386
12760	15414
12761	16680
12762	15625
12764	16225
12765	15735
12767	27859
12768	28096
12769	27859
12770	27859
12771	17509
12772	17728
12773	18071
12774	15892
12775	17675
12776	17898
12778	17613
12779	17528
1278	18325
12780	18144
12781	16275
12782	16818
12783	17336
12784	17616
12785	32379
12787	16843
12788	16190
12789	15561
1279	15509
12790	16941
12791	17095
12792	36465
12793	17635
12794	16211
12795	17343
12796	15564
12797	16231
12798	16383
12799	16190
1280	17700
12800	46570
12801	15749
12802	32379
12803	15599
12804	17692
12805	18242
12806	50537
12807	17450
12808	18239
12809	18197
1281	16475
12810	17479
12811	16815
128119	3996
12812	15419
12813	28151
12814	15418
12815	15417
12816	15416
12817	15415
12818	33196
12819	33196
1282	16774
12820	16452
12821	18005
12822	30308
12823	30308
12824	30928
12825	30308
12826	17268
12827	17816
12828	18297
12829	17401
12831	17268
12832	17401
12833	18087
12835	18325
12836	15509
12837	16509
12838	48250
12839	16663
12840	18063
12841	16870
12842	16929
12843	15978
12844	16221
12845	16206
12846	16206
12847	16870
12848	15978
12849	16890
1285	15894
12850	16554
12851	17916
12852	17838
12853	17157
12854	17407
12857	50998
12858	17918
12859	50998
1286	16619
12860	15900
12861	16773
12862	50998
12863	15488
12864	18095
12865	16817
12866	15937
12867	16384
12868	16889
12869	15708
1287	15471
12870	16433
12871	15669
12872	16931
12874	17407
12877	17531
12878	15708
12879	15669
1288	17585
12880	16279
12881	15511
12882	16522
12883	15425
12884	15424
12885	29090
12887	15695
12888	17805
12889	17803
1289	27562
12890	16507
12891	18426
12892	16595
12893	18225
12894	16595
12895	18297
12896	18156
12897	15601
12898	16640
12899	15570
1290	15690
12900	16576
12901	15798
12902	18001
12903	16362
12904	16362
12905	16362
12906	17393
12907	17942
12908	17360
12909	16733
129090	4910
1291	28700
12910	17702
12911	16689
12912	18333
12913	16157
12914	16292
12915	17108
12916	16241
12917	15816
12918	29990
12919	16375
1292	16587
12920	15770
12921	48153
12922	16023
12923	15824
12924	16905
12925	18105
12926	15946
12927	16849
12928	35372
12929	16537
1293	15646
12930	16222
12932	15895
12933	15945
12934	18232
12935	16972
12939	17227
12940	18018
12941	17950
12942	17006
12944	16981
12945	18113
12946	18216
12947	18390
12948	18313
12949	18390
1295	28453
12950	17615
12951	16491
12953	30612
12954	17924
12955	18391
12956	16165
12957	16217
12958	16938
12959	15912
12960	33805
12961	17315
12964	17049
12965	17634
12966	17680
12967	16077
12968	15954
12969	16809
1297	28697
12970	29042
12971	18368
12973	16432
12975	15748
12976	18268
12977	17039
12978	17834
12979	29986
12980	17061
12981	16679
12982	17378
12983	29052
12984	29052
12985	16659
12986	17835
12987	17794
12988	18004
12989	16588
1299	28043
12990	17608
12991	17348
12992	15965
12993	17459
12994	16855
12995	16789
12996	16899
12997	16298
12998	17767
12999	16024
13	15392
130	28359
1300	35344
13000	17369
13001	29051
13002	16868
13003	16465
13004	30624
13005	16867
13006	16176
13007	16998
130072	31602
13008	16313
13009	16246
13010	17773
13011	16988
13012	17994
13013	17797
13014	18254
13015	18254
13016	17173
13017	16710
13018	17363
130180	16899
13019	16523
1302	17320
13020	17924
13021	17044
13023	16443
13024	16743
13025	17837
13026	17886
13027	16398
13028	16296
13029	17746
1303	28113
13030	16392
13031	15867
13032	32799
13033	15936
13034	16451
13035	17140
13036	16332
13037	37712
1304	33203
13040	37455
13042	16845
13044	16028
13045	16028
13046	17355
13048	16944
13049	32819
1305	29107
13050	28245
13051	17082
13052	17917
13053	17082
13054	17342
13055	18347
13056	18314
13057	18164
13058	15334
13059	18258
1306	17038
13060	15512
13061	16934
13062	15836
13063	16342
13064	15427
13065	15616
13066	16378
13067	16795
13068	28745
13069	16977
13070	17732
13071	17732
13072	15705
13073	18403
13074	16501
13075	17100
13076	30849
13077	16467
13078	17518
13079	18366
1308	27722
13080	18366
13081	17530
13082	38290
13083	17196
13084	29265
13085	29991
13087	18051
13088	29158
13089	16316
13090	17159
130909	643703
13091	16347
13092	16349
13093	17482
13094	17285
13095	17561
13096	29152
13097	16283
13098	15765
13099	15772
131	15405
13100	30249
13101	17291
13102	18287
13103	17617
13104	16647
13105	16647
13106	17464
13107	29985
13108	17798
13109	17232
1311	17703
13110	18050
13111	16127
13112	29166
13113	17798
13114	29157
13116	17587
13117	15971
13118	16255
13119	16996
13120	29155
13121	17443
13122	17588
13123	15699
13124	17486
13125	18202
13126	17796
13127	17191
13128	29160
13129	16946
13130	18041
13131	15603
13132	16661
13133	16624
13134	16624
13135	18019
13136	17342
131365	94398
13137	16047
13138	16047
1314	28227
13140	15589
13141	16643
131419	72850
13142	17016
131422	17754
13143	16635
13144	16635
13146	16417
13147	18102
13148	15729
1315	28861
13150	17490
13151	17295
13152	29153
13153	30633
13154	17203
13155	29154
13156	17937
13157	16935
13158	17357
13159	17937
1316	29076
13160	16055
13161	17897
13162	17892
13163	16880
13164	17666
13165	16633
131666	84506
13167	17115
13168	15829
13169	16542
13171	29162
13174	15908
13175	16857
13176	29163
13177	18332
131771	131770
13178	16828
13179	29159
1318	27767
13180	16533
13181	17895
131811	4887
13182	17215
131826	91462
13183	18103
13184	17537
13185	29161
13186	16414
13187	29164
13188	18118
13189	17979
1319	16860
13190	17399
13191	16593
13192	47031
13194	37581
13195	35910
13196	1359
132	28598
1320	18016
132000	82884
13202	35349
132027	9468
13204	33308
13207	47885
1321	18010
13210	35735
13211	29347
13212	18379
132132	78084
13215	36976
13216	37919
132176	15407
13219	13669
132196	37483
132199	61842
13220	35915
13221	10036
13222	16761
132229	50750
13223	16693
13224	16864
13225	16672
13226	15915
13228	35239
132287	90372
13229	17193
1323	19868
13230	15751
13231	16960
132326	80774
13233	17499
13234	16027
13235	16027
13236	15422
132360	34575
13239	46874
132397	6570
132398	44369
1324	27875
13240	48927
13241	47915
13242	28133
13243	15705
13244	47622
13245	35287
13246	16826
13247	29348
13249	37558
1325	17489
13251	29265
132514	132386
13252	29151
13254	17239
13256	17962
13257	16732
13259	17338
1326	17065
13260	17259
13261	17817
13262	17494
13263	15868
13264	28942
13265	17885
132655	78884
13266	16049
13267	16371
13268	16436
13269	17962
1327	16356
13270	16732
132709	15771
13271	17885
13272	16022
132721	49211
13273	29323
13274	17361
13275	18014
13276	16556
13277	16788
13278	18098
13279	16556
1328	27541
13280	18098
13281	17245
13282	16526
13283	16526
132834	17558
132836	30200
13284	16526
13285	16526
132855	28903
13286	17677
132862	31001
132865	15417
132867	44369
1329	28074
13291	17996
132920	91008
13294	15346
13295	15346
13296	16161
13297	17586
132971	43602
13298	15346
13299	18209
133	15389
1330	27682
13302	16991
13305	16191
13306	17493
133060	45652
13307	16293
133074	73031
13308	15988
13309	17956
1331	18375
13311	17873
13312	13314
13315	16238
13316	17877
133169	60636
13317	17621
13318	16048
13319	29033
1332	27825
13320	29034
13321	29033
13322	18248
133236	68883
13326	18006
13327	17552
13328	15820
13329	16955
1333	28931
13330	17661
13331	16097
13333	15820
133338	80372
13334	17466
13335	17009
133355	62844
13336	18038
13337	29062
13338	17383
13339	16800
1334	27488
13340	15820
13341	17345
133410	4877
13342	15996
13343	27692
13344	29166
13345	29165
13347	29947
133473	133211
133495	32682
1335	53013
13350	18276
13351	28976
13352	15377
13354	16240
133540	58765
13355	16240
13356	16136
133566	91005
13357	15378
133615	85761
13362	18407
13363	17544
133635	17765
133639	89519
13364	17883
13365	16234
13366	17905
133666	89618
13367	17137
13368	18140
13369	16170
1337	15692
13370	16793
13371	17808
13372	17202
13373	17202
13374	16039
13377	30248
133770	2676
133777	28278
13378	15431
13379	18420
1338	19848
13382	18291
13383	29041
13386	37738
13387	37738
13388	17997
1339	27599
133906	71684
133913	72698
133922	37737
13393	44215
13394	15846
13395	16908
13396	16908
13397	44409
13398	18009
13399	16474
134	15406
1340	27553
13400	16474
13401	16862
13403	16242
13404	17091
13405	16134
13406	16134
13407	16134
13408	18219
13409	16171
1341	27944
13411	17326
13416	15379
134187	33566
134188	24646
13419	16234
134194	133381
1342	28590
13420	18361
13421	29098
134220	61727
13423	17412
13424	16520
134245	84747
13425	35681
13426	18379
13427	17087
13428	33575
13430	17021
13431	17062
13432	17478
13434	16102
13435	18310
13436	18114
13437	15898
13438	16626
1344	17079
13441	18076
13442	16940
13443	29256
13444	17792
13445	17659
13447	17787
13448	16549
13449	17867
13451	16553
13452	15855
13454	15886
13455	16650
13456	16264
13457	16287
134573	137836
13458	17882
13459	16932
1346	27741
13460	28639
134600	61042
13461	16970
134611	91329
13462	18199
13463	28639
13464	28289
13465	17277
13466	16435
134662	28461
13467	16435
134675	5850
13468	17222
13469	17783
134696	28155
13470	16650
13471	16544
13472	17550
13473	16264
13474	16287
13475	16264
13476	16264
13477	17882
13478	16932
13479	16329
13480	17277
13481	28639
13482	16970
13483	17329
13484	28289
13485	17277
13486	18251
13487	18307
13489	17200
1349	28722
13490	16082
13491	17983
13492	17683
13493	17454
13494	17277
13495	18307
13498	18066
1350	27782
13500	17297
13501	17277
13502	15933
13503	16846
13505	18066
13506	17200
13508	16695
13509	16695
1351	37009
13510	15713
13515	15800
135158	18135
13516	16623
13517	16722
13521	16676
13522	17880
13523	37790
13524	37790
13525	16167
13526	17726
1353	17980
13530	16340
13531	16930
13533	17060
13539	29207
1354	28450
135417	139474
13548	16403
13549	17912
1355	37009
13550	16416
13553	17986
13554	17005
13556	18137
13557	15981
13558	17731
13559	16280
1356	37009
13560	15872
13561	16201
13562	15928
13563	15706
13564	16917
13569	18279
13570	17638
13571	16386
13572	17932
13573	16033
13574	17946
13575	17452
13576	16911
13579	18423
13580	17629
13581	17744
13582	17815
13583	47786
13584	16799
13585	35342
13587	18241
13590	37449
13592	52618
13593	52501
13594	35910
13595	27659
13596	35344
13597	27741
13599	47879
136	15445
1360	37009
13600	47881
13602	1624
13603	20156
13604	47909
13605	47907
13606	15489
13607	47788
13608	1722
13609	35348
1361	28895
13613	30436
13615	2220
13616	28250
13617	27887
13618	47789
1362	16400
13623	28991
136231	16068
136233	80992
13624	27378
13625	16733
13626	29067
13627	33575
13628	33566
136295	6332
136298	84201
1363	28018
13632	28965
13633	35366
13634	28868
13635	4986
13636	28863
13638	47916
13639	28802
1364	28814
13640	16816
13641	36498
13645	134251
13646	17087
13647	28893
13648	29122
13649	33184
1365	28774
13651	17176
13652	57560
13655	15904
13656	28693
13657	35757
136571	15642
1366	27881
13660	18379
13661	33838
13662	16862
13663	36976
13664	33853
13668	13218
136691	47454
13670	28900
136719	136696
13672	15986
13675	47914
13676	15734
13677	36080
13678	26401
13681	39447
13682	39457
13684	36141
136845	1722
136846	47907
13685	18254
13686	35681
13687	35341
13688	15889
13690	33705
13694	16385
13695	9553
13696	29256
13699	15339
137	15446
1370	27626
13700	15340
13701	15341
13702	15342
13703	15343
13704	30089
13706	15345
137067	134076
13707	15688
13708	15347
13709	15348
1371	16767
13710	15349
13712	15351
13713	17093
13715	15355
13716	15357
13717	15359
13718	15360
13720	15368
13721	37080
13722	15513
13723	15369
13724	15370
13725	16826
13726	17088
13727	17984
13728	16018
13729	16030
13730	47778
13731	15835
13733	16708
13734	16335
13735	17985
137352	61265
13736	16027
13737	16771
13738	18334
13739	18408
13740	16027
13741	17709
13742	16589
13743	17709
13744	17128
13745	18157
13746	15336
13747	17431
137477	137328
13748	16449
13749	16576
1375	27473
13750	15338
137500	8653
13751	16664
13752	16959
13753	17478
13754	17522
13755	15693
13756	16866
13758	17958
1376	15896
13760	17536
13761	15676
13762	17390
13763	16605
13764	17027
13765	32963
13766	17628
13767	17906
1377	15765
13770	17475
13771	16134
13772	18219
13773	47787
13774	35346
13775	35411
13776	48428
13777	52773
13778	28349
13779	33704
13780	28383
13781	27390
13782	37555
13784	39446
13789	21494
1379	16433
13791	35414
13793	47911
13794	47910
137940	133507
137943	61967
13795	29289
13797	15705
13798	27636
13799	47622
138	15444
1380	36062
13800	37527
13801	37527
138012	27535
13802	17984
138023	61631
13804	30879
13805	17478
13806	17478
13808	35411
13809	47901
1381	28752
13810	29281
13812	47908
13813	17197
13814	32952
13815	33709
138153	81567
13816	18000
13817	33859
13818	33854
13819	33855
1382	27852
13820	33856
13821	33859
13822	33858
13823	33857
13824	28749
13825	33853
13826	37919
13827	33860
138277	138282
13828	32955
13829	37485
1383	27637
13830	16422
13831	18011
138312	22326
13832	16032
13833	17146
13834	17296
13835	16579
13836	18323
13837	16366
13838	17178
13839	15764
1384	28740
13840	16307
13841	16567
13842	15472
13843	17280
13844	17753
13845	16139
13846	16604
13847	17523
13849	15697
138498	137038
1385	27978
13851	15852
13852	32395
13853	15514
13854	15514
13855	18027
13856	29125
13857	29866
1386	41941
13860	18000
13861	38290
138629	650657
13863	17704
138638	85936
138639	136113
13864	17099
13865	15930
13866	16684
13867	18149
138671	65136
138672	53488
13870	32898
13871	27536
13872	29745
13873	18282
13875	17169
13876	16716
13877	16971
13878	17701
13879	16150
1388	17416
13880	17682
13881	17977
13882	15515
13883	15515
138833	6121
13884	16270
13885	36656
13886	16239
13887	16079
13888	17987
13889	17484
1389	29053
13890	16017
13891	16054
13892	16777
13893	16118
13894	17377
13895	17750
13896	15710
13897	15870
13898	16990
13899	18392
13900	16427
13901	17033
13902	17033
13903	17574
13904	15373
13905	15956
13906	16615
13907	18343
13908	15516
139088	90616
13909	17097
13910	16205
13911	17747
13912	16841
139125	76913
13914	17257
13915	17618
13916	18138
13917	15353
13918	15858
13919	17194
1392	18184
13920	17516
13921	36926
13922	17017
13923	15743
139238	72790
13924	17968
13925	17260
13926	15517
13927	17260
13928	18127
13929	17395
1393	18184
13930	15518
13931	17933
13932	17823
13933	17686
13934	17595
13935	16203
13936	15974
13937	15736
13938	17793
13942	17672
13943	16573
13944	16438
13945	29067
13946	17040
13947	17126
13948	15727
13949	17695
13950	18135
13951	17863
13952	17057
13953	15776
13954	17761
13955	16197
13957	17340
13958	16487
13959	17031
1396	17192
13960	36234
139606	94552
13961	16525
13962	17029
13963	18341
13964	16261
13965	17698
